id,title,context,question,answers,gold_answer,context_kz,question_kz,gold_answer_kz,raw_translation,pred_translate_en
5726de7a5951b619008f80af,Victoria_and_Albert_Museum,"The glass collection covers 4000 years of glass making, and has over 6000 items from Africa, Britain, Europe, America and Asia. The earliest glassware on display comes from Ancient Egypt and continues through the Ancient Roman, Medieval, Renaissance covering areas such as Venetian glass and Bohemian glass and more recent periods, including Art Nouveau glass by Louis Comfort Tiffany and Émile Gallé, the Art Deco style is represented by several examples by René Lalique. There are many examples of crystal chandeliers both English, displayed in the British galleries and foreign for example Venetian (attributed to Giuseppe Briati) dated c1750 are in the collection. The stained glass collection is possibly the finest in the world, covering the medieval to modern periods, and covering Europe as well as Britain. Several examples of English 16th-century heraldic glass is displayed in the British Galleries. Many well-known designers of stained glass are represented in the collection including, from the 19th century: Dante Gabriel Rossetti, Edward Burne-Jones and William Morris. There is also an example of Frank Lloyd Wright's work in the collection. 20th-century designers include Harry Clarke, John Piper, Patrick Reyntiens, Veronica Whall and Brian Clarke.",The Art Deco style of glassware is represented by which artist?,"{'text': ['René Lalique', 'René Lalique', 'René Lalique'], 'answer_start': [459, 459, 459]}",René Lalique,"Шыны жинағы 4000 жылдық шыны жасауды қамтиды және Африка, Британия, Еуропа, Америка және Азиядан 6000-нан астам заттарды қамтиды. Көрсетілген ең ерте шыны бұйымдар Ежелгі Мысырдан басталып, Ежелгі Рим, Орта ғасыр, Ренессанс кезеңдерін қамтиды, мысалы, Венециялық шыны және Богемиялық шыны және жақында болған кезеңдер, соның ішінде Луи Комфорт Тиффани және Эмиль Галле жасаған Арт Нуво шыны, Арт Деко стилі Рене Лаликтің бірнеше үлгілерімен ұсынылған. Ағылшын және шетелдік кристалды люстралардың көптеген үлгілері бар, мысалы, Венециялық (Джузеппе Бриатиға тиесілі) шамамен 1750 жылға жататын үлгілер коллекцияда бар. Витраждар жинағы әлемдегі ең жақсысы болуы мүмкін, орта ғасырдан қазіргі заманға дейінгі кезеңдерді қамтиды және Еуропа мен Британияны қамтиды. Британия галереяларында ағылшынның 16-ғасырлық гербтік шынысының бірнеше үлгілері көрсетілген. Витраждардың көптеген танымал дизайнерлері коллекцияда ұсынылған, 19 ғасырдан: Данте Габриэль Россетти, Эдвард Берн-Джонс және Уильям Моррис. Коллекцияда Фрэнк Ллойд Райттың жұмысының үлгісі де бар. 20-ғасырлық дизайнерлерге Гарри Кларк, Джон Пайпер, Патрик Рейнтиенс, Вероника Уолл және Брайан Кларк кіреді.",Шыны бұйымдарының Арт Деко стилі қай суретшімен ұсынылған?,Рене Лалик,"CONTEXT:
Шыны жинағы 4000 жылдық шыны жасауды қамтиды және Африка, Британия, Еуропа, Америка және Азиядан 6000-нан астам заттарды қамтиды. Көрсетілген ең ерте шыны бұйымдар Ежелгі Мысырдан басталып, Ежелгі Рим, Орта ғасыр, Ренессанс кезеңдерін қамтиды, мысалы, Венециялық шыны және Богемиялық шыны және жақында болған кезеңдер, соның ішінде Луи Комфорт Тиффани және Эмиль Галле жасаған Арт Нуво шыны, Арт Деко стилі Рене Лаликтің бірнеше үлгілерімен ұсынылған. Ағылшын және шетелдік кристалды люстралардың көптеген үлгілері бар, мысалы, Венециялық (Джузеппе Бриатиға тиесілі) шамамен 1750 жылға жататын үлгілер коллекцияда бар. Витраждар жинағы әлемдегі ең жақсысы болуы мүмкін, орта ғасырдан қазіргі заманға дейінгі кезеңдерді қамтиды және Еуропа мен Британияны қамтиды. Британия галереяларында ағылшынның 16-ғасырлық гербтік шынысының бірнеше үлгілері көрсетілген. Витраждардың көптеген танымал дизайнерлері коллекцияда ұсынылған, 19 ғасырдан: Данте Габриэль Россетти, Эдвард Берн-Джонс және Уильям Моррис. Коллекцияда Фрэнк Ллойд Райттың жұмысының үлгісі де бар. 20-ғасырлық дизайнерлерге Гарри Кларк, Джон Пайпер, Патрик Рейнтиенс, Вероника Уолл және Брайан Кларк кіреді.

QUESTION:
Шыны бұйымдарының Арт Деко стилі қай суретшімен ұсынылған?

ANSWER:
Рене Лалик",Рене Лалик.
57296a65af94a219006aa3c6,Chloroplast,"In cpDNA, there are several A → G deamination gradients. DNA becomes susceptible to deamination events when it is single stranded. When replication forks form, the strand not being copied is single stranded, and thus at risk for A → G deamination. Therefore, gradients in deamination indicate that replication forks were most likely present and the direction that they initially opened (the highest gradient is most likely nearest the start site because it was single stranded for the longest amount of time). This mechanism is still the leading theory today; however, a second theory suggests that most cpDNA is actually linear and replicates through homologous recombination. It further contends that only a minority of the genetic material is kept in circular chromosomes while the rest is in branched, linear, or other complex structures.",How does the secondary theory say most cpDNA replicates?,"{'text': ['homologous recombination', 'homologous recombination', 'through homologous recombination'], 'answer_start': [652, 652, 644]}",homologous recombination,"cpDNA-да бірнеше A → G дезаминация градиенттері бар. ДНҚ бір тізбекті болған кезде дезаминация оқиғаларына сезімтал болады. Репликация шанышқылары пайда болғанда, көшірілмейтін тізбек бір тізбекті болады және осылайша A → G дезаминациясына ұшырау қаупі бар. Сондықтан дезаминация градиенттері репликация шанышқыларының ең ықтимал болғанын және олардың бастапқыда қай бағытта ашылғанын көрсетеді (ең жоғары градиент ең ұзақ уақыт бойы бір тізбекті болғандықтан, басталу нүктесіне ең жақын болуы мүмкін). Бұл механизм бүгінгі күнге дейін жетекші теория болып табылады; дегенмен, екінші теория cpDNA-ның көпшілігі шын мәнінде сызықтық және гомологтық рекомбинация арқылы репликацияланатынын ұсынады. Ол әрі қарай генетикалық материалдың тек аз бөлігі дөңгелек хромосомаларда сақталады, ал қалғаны тармақталған, сызықтық немесе басқа күрделі құрылымдарда екенін айтады.",Екінші теория бойынша cpDNA-ның көпшілігі қалай репликацияланады?,гомологтық рекомбинация арқылы,,гомологтық рекомбинация арқылы.
572fac17947a6a140053cb54,Scottish_Parliament,"Following a referendum in 1997, in which the Scottish electorate voted for devolution, the current Parliament was convened by the Scotland Act 1998, which sets out its powers as a devolved legislature. The Act delineates the legislative competence of the Parliament – the areas in which it can make laws – by explicitly specifying powers that are ""reserved"" to the Parliament of the United Kingdom. The Scottish Parliament has the power to legislate in all areas that are not explicitly reserved to Westminster. The British Parliament retains the ability to amend the terms of reference of the Scottish Parliament, and can extend or reduce the areas in which it can make laws. The first meeting of the new Parliament took place on 12 May 1999.",When was the current parliament of Scotland convened?,"{'text': ['Following a referendum in 1997', '1998', '1998'], 'answer_start': [0, 143, 143]}",Following a referendum in 1997,"1997 жылы референдумнан кейін, шотланд сайлаушылары өкілеттілікті беру үшін дауыс берген кезде, қазіргі Парламент 1998 жылғы Шотландия туралы Заңмен шақырылды, ол оның өкілеттіктерін өкілетті заң шығарушы орган ретінде белгілейді. Заң Парламенттің заң шығару құзыретін – оның заң шығара алатын салаларын – Ұлыбритания Парламентіне ""резервтелген"" өкілеттіктерді нақты көрсету арқылы анықтайды. Шотландия Парламенті Вестминстерге нақты резервтелмеген барлық салаларда заң шығару құқығына ие. Британ Парламенті Шотландия Парламентінің өкілеттіктерін өзгерту мүмкіндігіне ие және оның заң шығара алатын салаларын кеңейте немесе қысқарта алады. Жаңа Парламенттің алғашқы отырысы 1999 жылғы 12 мамырда өтті.",Шотландияның қазіргі парламенті қашан шақырылды?,1997 жылғы референдумнан кейін,,1998 жылы.
57284d484b864d1900164903,University_of_Chicago,"After the 1940s, the Gothic style on campus began to give way to modern styles. In 1955, Eero Saarinen was contracted to develop a second master plan, which led to the construction of buildings both north and south of the Midway, including the Laird Bell Law Quadrangle (a complex designed by Saarinen); a series of arts buildings; a building designed by Ludwig Mies van der Rohe for the university's School of Social Service Administration;, a building which is to become the home of the Harris School of Public Policy Studies by Edward Durrell Stone, and the Regenstein Library, the largest building on campus, a brutalist structure designed by Walter Netsch of the Chicago firm Skidmore, Owings & Merrill. Another master plan, designed in 1999 and updated in 2004, produced the Gerald Ratner Athletics Center (2003), the Max Palevsky Residential Commons (2001), South Campus Residence Hall and dining commons (2009), a new children's hospital, and other construction, expansions, and restorations. In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository.",What public policy school found it's home in the building that Ludwig Mies van der Rohe designed?,"{'text': ['Harris School of Public Policy Studies', 'Harris School of Public Policy Studies', 'the Harris School of Public Policy Studies'], 'answer_start': [489, 489, 485]}",Harris School of Public Policy Studies,"1940 жылдардан кейін кампустағы готикалық стиль заманауи стильдерге жол бере бастады. 1955 жылы Ээро Сааринен екінші бас жоспарды әзірлеуге келісімшарт жасады, бұл Мидвейдің солтүстігі мен оңтүстігінде ғимараттардың салынуына әкелді, соның ішінде Лэрд Белл заң квадранглы (Сааринен жобалаған кешен); өнер ғимараттарының сериясы; Людвиг Мис ван дер Роэ университеттің Әлеуметтік қызмет көрсету әкімшілігі мектебі үшін жобалаған ғимарат; Эдвард Дурелл Стоун жобалаған Харрис қоғамдық саясат зерттеулері мектебінің үйі болатын ғимарат және кампустағы ең үлкен ғимарат, Чикаго фирмасы Skidmore, Owings & Merrill-дің Уолтер Нетч жобалаған бруталистік құрылымы, Регенштейн кітапханасы. 1999 жылы жобаланған және 2004 жылы жаңартылған тағы бір бас жоспар Джеральд Ратнер атлетика орталығын (2003), Макс Палевский тұрғын үй кешенін (2001), Оңтүстік кампус тұрғын үйі мен асханасын (2009), жаңа балалар ауруханасын және басқа да құрылыс, кеңейту және қалпына келтіру жұмыстарын жасады. 2011 жылы университет әйнек күмбез тәрізді Джо және Рика Мансуето кітапханасын аяқтады, ол университет кітапханасы үшін үлкен оқу залын қамтамасыз етеді және кампустан тыс кітап қоймасының қажеттілігін болдырмайды.",Людвиг Мис ван дер Роэ жобалаған ғимаратта қай қоғамдық саясат мектебі орналасқан?,Харрис қоғамдық саясат зерттеулері мектебі,,Әлеуметтік қызмет көрсету әкімшілігі мектебі.
57268220f1498d1400e8e218,Geology,"In the laboratory, biostratigraphers analyze rock samples from outcrop and drill cores for the fossils found in them. These fossils help scientists to date the core and to understand the depositional environment in which the rock units formed. Geochronologists precisely date rocks within the stratigraphic section in order to provide better absolute bounds on the timing and rates of deposition. Magnetic stratigraphers look for signs of magnetic reversals in igneous rock units within the drill cores. Other scientists perform stable isotope studies on the rocks to gain information about past climate.",Why is it important to precisely date rocks within the stratigraphic section? ,"{'text': ['provide better absolute bounds on the timing and rates of deposition', 'gain information about past climate', 'provide better absolute bounds on the timing and rates of deposition'], 'answer_start': [327, 568, 327]}",provide better absolute bounds on the timing and rates of deposition,Зертханада биостратиграфтар жыныс үлгілерін ашық жерлерден және бұрғылау өзектерінен табылған қазбаларды талдайды. Бұл қазбалар ғалымдарға өзекті даталауға және жыныс бірліктері қалыптасқан шөгінді ортаны түсінуге көмектеседі. Геохронологтар шөгінділердің уақытын және жылдамдығын дәлірек анықтау үшін стратиграфиялық бөлімдегі жыныстарды дәл даталайды. Магниттік стратиграфтар бұрғылау өзектеріндегі магмалық жыныс бірліктерінде магниттік кері айналулардың белгілерін іздейді. Басқа ғалымдар өткен климат туралы ақпарат алу үшін жыныстарға тұрақты изотоптық зерттеулер жүргізеді.,Стратиграфиялық бөлімдегі жыныстарды дәл даталау неге маңызды?,шөгінділердің уақытын және жылдамдығын дәлірек анықтау үшін,,Жыныстардың уақытын және жылдамдығын дәлірек анықтау үшін.
572882242ca10214002da424,Yuan_dynasty,"The Mongol rulers patronized the Yuan printing industry. Chinese printing technology was transferred to the Mongols through Kingdom of Qocho and Tibetan intermediaries. Some Yuan documents such as Wang Zhen's Nong Shu were printed with earthenware movable type, a technology invented in the 12th century. However, most published works were still produced through traditional block printing techniques. The publication of a Taoist text inscribed with the name of Töregene Khatun, Ögedei's wife, is one of the first printed works sponsored by the Mongols. In 1273, the Mongols created the Imperial Library Directorate, a government-sponsored printing office. The Yuan government established centers for printing throughout China. Local schools and government agencies were funded to support the publishing of books.",When was the Imperial Library Directorate established?,"{'text': ['1273', '1273', 'In 1273'], 'answer_start': [557, 557, 554]}",1273,"Моңғол билеушілері Юань баспа өнеркәсібін қолдады. Қытай баспа технологиясы Моңғолдарға Қочо патшалығы және Тибет делдалдары арқылы берілді. Ван Чженнің ""Ноң Шу"" сияқты кейбір Юань құжаттары 12 ғасырда ойлап табылған саздан жасалған жылжымалы әріптермен басылған. Алайда, басылған жұмыстардың көпшілігі дәстүрлі блок басу әдістері арқылы шығарылды. Төрегене Хатун, Өгедейдің әйелі, атымен жазылған даосистік мәтіннің жариялануы моңғолдар демеушілік жасаған алғашқы баспа жұмыстардың бірі болып табылады. 1273 жылы моңғолдар Императорлық кітапхана дирекциясын, үкімет демеушілік жасаған баспа кеңсесін құрды. Юань үкіметі Қытайдың түкпір-түкпірінде баспа орталықтарын құрды. Жергілікті мектептер мен үкіметтік агенттіктер кітап басып шығаруды қолдау үшін қаржыландырылды.",Императорлық кітапхана дирекциясы қашан құрылды?,1273,"CONTEXT:
Моңғол билеушілері Юань баспа өнеркәсібін қолдады. Қытай баспа технологиясы Моңғолдарға Қочо патшалығы және Тибет делдалдары арқылы берілді. Ван Чженнің ""Ноң Шу"" сияқты кейбір Юань құжаттары 12 ғасырда ойлап табылған саздан жасалған жылжымалы әріптермен басылған. Алайда, басылған жұмыстардың көпшілігі дәстүрлі блок басу әдістері арқылы шығарылды. Төрегене Хатун, Өгедейдің әйелі, атымен жазылған даосистік мәтіннің жариялануы моңғолдар демеушілік жасаған алғашқы баспа жұмыстардың бірі болып табылады. 1273 жылы моңғолдар Императорлық кітапхана дирекциясын, үкімет демеушілік жасаған баспа кеңсесін құрды. Юань үкіметі Қытайдың түкпір-түкпірінде баспа орталықтарын құрды. Жергілікті мектептер мен үкіметтік агенттіктер кітап басып шығаруды қолдау үшін қаржыландырылды.

QUESTION:
Императорлық кітапхана дирекциясы қашан құрылды?

ANSWER:
1273",1273 жылы.
5728ef8d2ca10214002daac3,Kenya,"The African Great Lakes region, which Kenya is a part of, has been inhabited by humans since the Lower Paleolithic period. By the first millennium AD, the Bantu expansion had reached the area from West-Central Africa. The borders of the modern state consequently comprise the crossroads of the Niger-Congo, Nilo-Saharan and Afroasiatic areas of the continent, representing most major ethnolinguistic groups found in Africa. Bantu and Nilotic populations together constitute around 97% of the nation's residents. European and Arab presence in coastal Mombasa dates to the Early Modern period; European exploration of the interior began in the 19th century. The British Empire established the East Africa Protectorate in 1895, which starting in 1920 gave way to the Kenya Colony. Kenya obtained independence in December 1963. Following a referendum in August 2010 and adoption of a new constitution, Kenya is now divided into 47 semi-autonomous counties, governed by elected governors.",When did the Bantu expansion reach the area from West-Central Africa?,"{'text': ['By the first millennium AD', 'By the first millennium AD', 'first millennium AD'], 'answer_start': [123, 123, 130]}",By the first millennium AD,"Кения құрамына кіретін Африка Ұлы Көлдер аймағы Төменгі палеолит дәуірінен бері адамдармен қоныстанған. Біздің заманымыздың бірінші мыңжылдығында Батыс-Орталық Африкадан келген банту кеңеюі осы аймаққа жетті. Қазіргі мемлекеттің шекаралары сондықтан континенттің Нигер-Конго, Нило-Сахара және Афроазиаттық аймақтарының қиылысында орналасқан, Африкада кездесетін негізгі этнолингвистикалық топтардың көпшілігін білдіреді. Банту және Нилотикалық халықтар бірге ел тұрғындарының шамамен 97% құрайды. Жағалаудағы Момбасадағы еуропалық және арабтардың болуы Ерте Жаңа дәуірге жатады; ішкі аймақты еуропалық зерттеу 19 ғасырда басталды. Британ империясы 1895 жылы Шығыс Африка Протекторатын құрды, ол 1920 жылдан бастап Кения колониясына айналды. Кения 1963 жылдың желтоқсанында тәуелсіздік алды. 2010 жылдың тамыз айындағы референдумнан кейін және жаңа конституцияны қабылдағаннан кейін, Кения қазір 47 жартылай автономды округке бөлінген, сайланған губернаторлармен басқарылады.",Банту кеңеюі Батыс-Орталық Африкадан осы аймаққа қашан жетті?,Біздің заманымыздың бірінші мыңжылдығында,,Біздің заманымыздың бірінші мыңжылдығында.
5727cff1ff5b5019007d95c4,Harvard_University,"Harvard has the largest university endowment in the world. As of September 2011[update], it had nearly regained the loss suffered during the 2008 recession. It was worth $32 billion in 2011, up from $28 billion in September 2010 and $26 billion in 2009. It suffered about 30% loss in 2008-09. In December 2008, Harvard announced that its endowment had lost 22% (approximately $8 billion) from July to October 2008, necessitating budget cuts. Later reports suggest the loss was actually more than double that figure, a reduction of nearly 50% of its endowment in the first four months alone. Forbes in March 2009 estimated the loss to be in the range of $12 billion. One of the most visible results of Harvard's attempt to re-balance its budget was their halting of construction of the $1.2 billion Allston Science Complex that had been scheduled to be completed by 2011, resulting in protests from local residents. As of 2012[update], Harvard University had a total financial aid reserve of $159 million for students, and a Pell Grant reserve of $4.093 million available for disbursement.",What was the Harvard endowment total in 2011?,"{'text': ['$32 billion', '$32 billion', '$32 billion'], 'answer_start': [170, 170, 170]}",$32 billion,"Гарвард әлемдегі ең үлкен университеттік қорына ие. 2011 жылдың қыркүйегіндегі жағдай бойынша, ол 2008 жылғы рецессия кезінде жоғалтқан шығынды дерлік қалпына келтірді. 2011 жылы оның құны 32 миллиард доллар болды, 2010 жылдың қыркүйегінде 28 миллиард доллар және 2009 жылы 26 миллиард доллар болды. 2008-09 жылдары шамамен 30% шығынға ұшырады. 2008 жылдың желтоқсанында Гарвард өзінің қоры шілдеден қазанға дейін 22% (шамамен 8 миллиард доллар) жоғалтқанын жариялап, бюджет шығындарын қысқартуға мәжбүр болды. Кейінгі есептер шығынның шын мәнінде осы саннан екі есе көп болғанын, тек алғашқы төрт айда қордың шамамен 50% азайғанын көрсетеді. 2009 жылдың наурызында Forbes шығынды 12 миллиард доллар шамасында деп бағалады. Гарвардтың бюджетін қайта теңестіруге тырысуының ең көрнекті нәтижелерінің бірі 2011 жылға дейін аяқталуы жоспарланған 1,2 миллиард долларлық Олстон Ғылым Кешенінің құрылысын тоқтату болды, бұл жергілікті тұрғындардың наразылығын тудырды. 2012 жылдың жағдайы бойынша, Гарвард университетінде студенттерге арналған жалпы қаржылық көмек қоры 159 миллион долларды, ал Пелл гранты қоры 4,093 миллион долларды құрады.",2011 жылы Гарвард қорының жалпы сомасы қандай болды?,32 миллиард доллар,,32 миллиард доллар.
5726bcde708984140094cfbf,European_Union_law,"Citizenship of the EU has increasingly been seen as a ""fundamental"" status of member state nationals by the Court of Justice, and has accordingly increased the number of social services that people can access wherever they move. The Court has required that higher education, along with other forms of vocational training, should be more access, albeit with qualifying periods. In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",What has lately been being viewed as a fundamental status of member state nationals by the Court of Justice?,"{'text': ['Citizenship of the EU', 'Citizenship of the EU', 'Citizenship of the EU'], 'answer_start': [0, 0, 0]}",Citizenship of the EU,"ЕО азаматтығы Сот тарапынан мүше мемлекеттердің азаматтарының ""негізгі"" мәртебесі ретінде барған сайын қарастырылып келеді және сәйкесінше адамдар қайда көшсе де қол жеткізе алатын әлеуметтік қызметтердің санын арттырды. Сот жоғары білімді, басқа да кәсіби дайындық түрлерімен қатар, қолжетімділікті арттыруды талап етті, дегенмен біліктілік кезеңдерімен. Commission v Austria ісінде Сот Австрияның (негізінен неміс) шетелдік студенттер орындарға өтініш берген жағдайда ""құрылымдық, кадрлық және қаржылық мәселелерді"" болдырмау үшін Австрия университеттеріндегі орындарды австриялық студенттерге шектеуге құқығы жоқ деп шешті, өйткені нақты мәселенің дәлелі аз болды.",Сот тарапынан мүше мемлекеттердің азаматтарының негізгі мәртебесі ретінде соңғы уақытта не қарастырылып келеді?,ЕО азаматтығы,"CONTEXT:
ЕО азаматтығы Сот тарапынан мүше мемлекеттердің азаматтарының ""негізгі"" мәртебесі ретінде барған сайын қарастырылып келеді және сәйкесінше адамдар қайда көшсе де қол жеткізе алатын әлеуметтік қызметтердің санын арттырды. Сот жоғары білімді, басқа да кәсіби дайындық түрлерімен қатар, қолжетімділікті арттыруды талап етті, дегенмен біліктілік кезеңдерімен. Commission v Austria ісінде Сот Австрияның (негізінен неміс) шетелдік студенттер орындарға өтініш берген жағдайда ""құрылымдық, кадрлық және қаржылық мәселелерді"" болдырмау үшін Австрия университеттеріндегі орындарды австриялық студенттерге шектеуге құқығы жоқ деп шешті, өйткені нақты мәселенің дәлелі аз болды.

QUESTION:
Сот тарапынан мүше мемлекеттердің азаматтарының негізгі мәртебесі ретінде соңғы уақытта не қарастырылып келеді?

ANSWER:
ЕО азаматтығы",ЕО азаматтығы.
573408ef4776f41900661759,French_and_Indian_War,"The war in North America officially ended with the signing of the Treaty of Paris on 10 February 1763, and war in the European theatre of the Seven Years' War was settled by the Treaty of Hubertusburg on 15 February 1763. The British offered France the choice of surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique, which had been occupied by the British. France chose to cede the former, but was able to negotiate the retention of Saint Pierre and Miquelon, two small islands in the Gulf of St. Lawrence, along with fishing rights in the area. They viewed the economic value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent. The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow. The British, for their part, were happy to take New France, as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar. Spain, which traded Florida to Britain to regain Cuba, also gained Louisiana, including New Orleans, from France in compensation for its losses. Great Britain and Spain also agreed that navigation on the Mississippi River was to be open to vessels of all nations.",What choice did French have for surrendering land?,"{'text': ['continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique', 'surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique', 'either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,', 'its continental North American possessions east of the Mississippi or the Caribbean islands', 'surrendering either its continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique'], 'answer_start': [287, 263, 276, 283, 263]}",continental North American possessions east of the Mississippi or the Caribbean islands of Guadeloupe and Martinique,"Солтүстік Америкадағы соғыс ресми түрде 1763 жылдың 10 ақпанында Париж келісіміне қол қоюмен аяқталды, ал Жеті жылдық соғыстың Еуропалық театрындағы соғыс 1763 жылдың 15 ақпанында Губертусбург келісімімен шешілді. Британдықтар Францияға Миссисипидің шығысындағы Солтүстік Американың континентальды иеліктерін немесе Гваделупа мен Мартиника Кариб аралдарын, оларды британдықтар басып алған, тапсыруды таңдауды ұсынды. Франция бұрынғысын беруді таңдады, бірақ Сен-Пьер мен Микелон, Сент-Лоуренс шығанағындағы екі кішкентай аралды және аймақтағы балық аулау құқықтарын сақтап қалуға келіссөз жүргізе алды. Олар Кариб аралдарының қант қамысының экономикалық құндылығын құрлықтағы аң терілерінен жоғары және қорғауға оңай деп санады. Сол кездегі француз философы Вольтер Канадаға тек бірнеше акр қар деп менсінбей қарады. Британдықтар өз тарапынан Жаңа Францияны алуға қуанышты болды, өйткені олардың Солтүстік Америкадағы колонияларын қорғау мәселесі енді болмайды және оларда қант алатын жеткілікті орындар бар еді. Флоридамен сауда жасаған Испания Кубаны қайтару үшін Луизиананы, оның ішінде Жаңа Орлеанды, Франциядан шығындарының өтемі ретінде алды. Ұлыбритания мен Испания сондай-ақ Миссисипи өзенінде барлық ұлттардың кемелеріне ашық болу керектігіне келісті.",Француздар жерді тапсыру үшін қандай таңдау жасады?,Миссисипидің шығысындағы Солтүстік Американың континентальды иеліктері немесе Гваделупа мен Мартиника Кариб аралдары.,,Миссисипидің шығысындағы Солтүстік Американың континентальды иеліктерін.
5728231fff5b5019007d9dd8,Doctor_Who,"Only four episodes have ever had their premiere showings on channels other than BBC One. The 1983 20th anniversary special The Five Doctors had its début on 23 November (the actual date of the anniversary) on a number of PBS stations two days prior to its BBC One broadcast. The 1988 story Silver Nemesis was broadcast with all three episodes airing back to back on TVNZ in New Zealand in November, after the first episode had been shown in the UK but before the final two instalments had aired there. Finally, the 1996 television film premièred on 12 May 1996 on CITV in Edmonton, Canada, 15 days before the BBC One showing, and two days before it aired on Fox in the United States.[citation needed]",When was the debut of the 1983 special called The Five Doctors?,"{'text': ['23 November', '23 November', '23 November'], 'answer_start': [157, 157, 157]}",23 November,"Тек төрт эпизод қана BBC One арнасынан басқа арналарда алғаш рет көрсетілді. 1983 жылғы 20 жылдық мерейтойлық арнайы шығарылым ""Бес дәрігер"" 23 қарашада (мерейтойдың нақты күні) бірнеше PBS станцияларында BBC One арнасында көрсетілуден екі күн бұрын алғаш рет көрсетілді. 1988 жылғы ""Күміс Немезис"" оқиғасы Жаңа Зеландиядағы TVNZ арнасында қараша айында барлық үш эпизоды қатарынан көрсетілді, бұл эпизодтардың алғашқысы Ұлыбританияда көрсетілгеннен кейін, бірақ соңғы екі бөлімі әлі көрсетілмеген кезде. Соңында, 1996 жылғы теледидарлық фильм 1996 жылғы 12 мамырда Канададағы Эдмонтондағы CITV арнасында алғаш рет көрсетілді, бұл BBC One арнасында көрсетілуден 15 күн бұрын және АҚШ-та Fox арнасында көрсетілуден екі күн бұрын болды.[дереккөз қажет]","1983 жылғы ""Бес дәрігер"" деп аталатын арнайы шығарылымның дебюті қашан болды?",23 қараша,,21 қараша 1983 жыл.
56e1c2eee3433e1400423136,Computational_complexity_theory,"But bounding the computation time above by some concrete function f(n) often yields complexity classes that depend on the chosen machine model. For instance, the language {xx | x is any binary string} can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time. The corresponding set of function problems is FP.",A language solved in quadratic time implies the use of what type of Turing machine?,"{'text': ['single-tape Turing machines', 'single-tape', 'single-tape'], 'answer_start': [318, 318, 318]}",single-tape Turing machines,"Бірақ есептеу уақытын жоғарыдан қандай да бір нақты f(n) функциясымен шектеу таңдалған машина моделіне тәуелді күрделілік сыныптарын жиі береді. Мысалы, {xx | x кез келген екілік жол} тілі көп таспалы Тьюринг машинасында сызықтық уақытта шешілуі мүмкін, бірақ бір таспалы Тьюринг машиналары моделінде міндетті түрде квадраттық уақытты қажет етеді. Егер біз жұмыс уақытында полиномдық өзгерістерге рұқсат етсек, Кобхэм-Эдмондс тезисі ""кез келген екі ақылға қонымды және жалпы есептеу модельдеріндегі уақыт күрделіліктері полиномдық түрде байланысты"" деп мәлімдейді (Гольдрайх 2008, 1.2 тарау). Бұл полиномдық уақытта детерминистік Тьюринг машинасымен шешілетін шешім мәселелерінің жиынтығы болып табылатын P күрделілік сыныбының негізін құрайды. Функция мәселелерінің сәйкес жиынтығы FP болып табылады.",Квадраттық уақытта шешілетін тіл қандай Тьюринг машинасын қолдануды білдіреді?,бір таспалы Тьюринг машиналары,,Бір таспалы Тьюринг машинасы.
