text,label,text_kz,label_name,pred_native_basic,pred_en_kz
"Vonage Calls on Linksys for VoIP Linksys will provide broadband-to-phone adapters and, eventually, Wi-Fi equipment.",3,Vonage VoIP үшін Linksys-ке жүгінеді Linksys кең жолақты телефон адаптерлерін және болашақта Wi-Fi жабдықтарын ұсынады.,Sci/Tech,Sci/Tech,Sci/Tech
Boston archbishop reveals anguish of closings BOSTON Boston #39;s Archbishop is telling catholics that the church #39;s financial footing is  quot;much worse than people realize.,1,"Бостон архиепископы жабылулардың қайғысын ашып айтты БОСТОН Бостонның архиепископы католиктерге шіркеудің қаржылық жағдайы ""адамдар ойлағаннан әлдеқайда нашар"" екенін айтып жатыр.",Sports,Business,World
"U.S. Plane Attacks Najaf Rebels as Tanks Near Shrine  NAJAF, Iraq (Reuters) - A U.S. AC-130 gunship attacked  Shi'ite militia positions in the holy Iraqi city of Najaf early  on Monday after tanks reinforced the siege of a shrine at the  center of a nearly three-week insurgency.",0,"АҚШ ұшағы танктер қасиетті орынға жақындаған кезде Нажафтағы көтерілісшілерге шабуыл жасады

НАЖАФ, Ирак (Reuters) - Дүйсенбі күні таңертең АҚШ-тың AC-130 ұшағы Ирактың қасиетті қаласы Нажафтағы шииттік милиция позицияларына шабуыл жасады, танктер үш аптаға жуық көтерілістің орталығындағы қасиетті орынды қоршауды күшейткеннен кейін.",World,World,World
"Florida Election Supervisors Back Reforms (AP) AP - Florida's 67 county elections supervisors proposed dramatic reforms, including replacing Election Day with 11 days of voting and doing away with voting precincts.",0,"Флоридадағы сайлау қадағалаушылары реформаларды қолдайды (AP) AP - Флоридадағы 67 округтің сайлау қадағалаушылары сайлау күнін 11 күндік дауыс беру кезеңімен ауыстыруды және дауыс беру учаскелерін жоюды қоса алғанда, түбегейлі реформаларды ұсынды.",World,World,World
"Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6 This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",3,"Рокки аңыздары; Тони Хоктың Жерасты 2; Nisus Writer Express 2.0; Surfsaver 6 Бұл соңғы ""Рокки"" фильмінен бері 14 жыл өтсе де, екі жыл ішіндегі екінші Рокки бейне ойыны.",Sci/Tech,Sci/Tech,Sci/Tech
Megawati kicks off 36th ASEAN economic meeting JAKARTA (Agencies): President Megawati Soekarnoputri opened high-level economic talks between members of the Association of Southeast Asian Nations (ASEAN) on Friday with a warning to ASEAN leaders that they must stay the course on their agreed ,2,"Мегавати 36-шы АСЕАН экономикалық кездесуін бастады

ДЖАКАРТА (Агенттіктер): Президент Мегавати Сукарнопутри жұма күні Оңтүстік-Шығыс Азия Ұлттары Ассоциациясы (АСЕАН) мүшелері арасындағы жоғары деңгейдегі экономикалық келіссөздерді ашты. Ол АСЕАН көшбасшыларына келісілген бағыттан ауытқымау керектігін ескертті.",Business,Business,World
"Desert turns into Parks place Annika Sorenstam may be the reigning queen of the LPGA Tour, but its Grace Park who seems to be royalty in the desert these days.",1,"Шөл дала саябақтарға айналады: Анника Соренстам LPGA турының қазіргі патшайымы болуы мүмкін, бірақ осы күндері шөл далада Грейс Парк патшайым сияқты көрінеді.",Sports,Sports,Sports
"Germany, France support Turkish invitation to EU membership talks (AFP) AFP - Germany and France both support inviting to European Union membership talks at a summit in December in Brussels, Chancellor Gerhard Schroeder said.",0,"Германия мен Франция Түркияны Еуропалық Одаққа мүшелік келіссөздеріне шақыруды қолдайды (AFP) AFP - Германия мен Франция Брюссельде желтоқсанда өтетін саммитте Түркияны Еуропалық Одаққа мүшелік келіссөздеріне шақыруды қолдайды, деп мәлімдеді канцлер Герхард Шрёдер.",World,World,World
"New Pakistan cabinet may be sworn in today Islamabad, :A new Cabinet in Pakistan is likely to be sworn in on Monday, two days after Finance Minister Shaukat Aziz was made the country #39;s 23rd Prime Minister.",0,"Пәкістанның жаңа кабинеті бүгін ант қабылдауы мүмкін Исламабад: Пәкістанда жаңа кабинет дүйсенбі күні ант қабылдауы ықтимал, екі күн бұрын Қаржы министрі Шаукат Азиз елдің 23-ші Премьер-министрі болып тағайындалғаннан кейін.",World,World,World
"Home Depot Likes High Oil Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ",2,"Home Depot мұнайдың қымбаттауын ұнатады Жанармай бағасының өсуі, бөлшек сауда секторының көпшілігі үшін қиындық тудырса да, Home Depot (HD:NYSE - жаңалықтар - зерттеу) компаниясына көмектесуде. Бұл қайта құру алыбы сейсенбі күні екінші тоқсандағы табыстың күрт өскенін хабарлап, жылдың қалған бөлігіне жоғары болжам жасады.",Business,Business,Business
"Barrichello Wins Chinese Grand Prix SHANGHAI, China - Rubens Barrichello won the inaugural Chinese Grand Prix on Sunday, taking advantage of Formula One champion Michael Schumacher #39;s disastrous weekend and outlasting runner-up Jenson Button by just over a second.",1,"Баррикелло Қытай Гран-приін жеңіп алды

ШАҢХАЙ, Қытай - Рубенс Баррикелло жексенбі күні алғашқы Қытай Гран-приін жеңіп алды, Формула-1 чемпионы Михаэль Шумахердің сәтсіз демалыс күнін пайдаланып, екінші орын алған Дженсон Баттонды бір секундтан сәл астам уақытқа артта қалдырды.",Sports,Sports,Sports
"Software revenue pushes up Oracle #39;s Q2 earnings Oracle Corp. reported second-quarter 2005 earnings that beat analyst expectations on Monday, thanks to new software revenue and continued gains from license updates and product support.",2,"Бағдарламалық қамтамасыз ету кірісі Oracle компаниясының 2-тоқсандағы табысын арттырды Oracle Corp. дүйсенбі күні 2005 жылдың екінші тоқсанындағы табысы сарапшылардың болжамдарынан асып түскенін хабарлады, бұл жаңа бағдарламалық қамтамасыз ету кірісі мен лицензияларды жаңарту және өнімді қолдаудан түскен тұрақты табыстардың арқасында болды.",Business,Business,Business
"PC Screen Price-Fall to Slow in Fourth Quarter (Reuters) Reuters - Prices of computer screens are expected\to fall by less than 5 percent in the fourth quarter as the\market stabilizes on hopes of a pick-up in demand during the\Christmas season, a U.S.-based research firm said on Tuesday.",3,"Компьютер экрандарының бағасы төртінші тоқсанда баяулайды (Reuters) Reuters - АҚШ-та орналасқан зерттеу компаниясы сейсенбі күні хабарлағандай, Рождество маусымында сұраныстың артуына үміттеніп, нарық тұрақталғандықтан, компьютер экрандарының бағасы төртінші тоқсанда 5 пайыздан аз төмендейді деп күтілуде.",Sci/Tech,Business,Business
"AOL Plans Revamp, Shake Up Management - Reports The America Online unit of Time Warner Inc. (TWX.N: Quote, Profile, Research) is reorganizing itself into four operational units to improve decision making, the Wall Street Journal and the Washington Post reported on Tuesday.",2,"AOL басқаруды қайта құруды жоспарлап отыр - Time Warner Inc. (TWX.N: Quote, Profile, Research) компаниясының America Online бөлімшесі шешім қабылдауды жақсарту үшін өзін төрт операциялық бөлімге қайта ұйымдастырып жатыр деп Wall Street Journal және Washington Post сейсенбі күні хабарлады.",Business,Business,Business
"PM Hails Successful Launch Of Agni II NEW DELHI, AUG 29: Prime Minister Manmohan Singh on Sunday congratulated the scientists and engineers for the successful launch of the Agni II missile.",0,"Премьер-министр Агни II зымыранының сәтті ұшырылуын құттықтады

ЖАҢА ДЕЛИ, 29 ТАМЫЗ: Жексенбі күні Премьер-министр Манмохан Сингх ғалымдар мен инженерлерді Агни II зымыранының сәтті ұшырылуымен құттықтады.",World,Sci/Tech,Sci/Tech
Analysis: US heating oil guides NYMEX The price of oil futures jumped sharply Wednesday when a disappointing decline in the US heating-oil supply trumped growth in the crude stockpile.,2,"Талдау: АҚШ-тың жылыту майы NYMEX-ті басқарады. Мұнай фьючерстерінің бағасы сәрсенбі күні күрт өсті, себебі АҚШ-тың жылыту майы қорының көңіл көншітпейтін төмендеуі шикі мұнай қорының өсуінен басым түсті.",Business,Business,Business
"Opportunity Rings (Forbes.com) Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows.",3,"Мүмкіндік қоңыраулары (Forbes.com) Forbes.com - Өткен жазда 18-ден 24 жасқа дейінгі 25,000 тұтынушы өздерінің ұялы телефондарында Snapple мұздатылған шайы, қызғылт лимонад және сол сияқты 225 миллион бөтелке қақпақтарындағы сандар туралы хабарлайтын қысқа мәтіндік хабарламалар алды. Жеңімпаз нөмірді ұстаған адамдар, мәтіндік хабарлама және дәстүрлі медиа арқылы жарияланған, шетелге сапарлар мен телешоуларда эпизодтық рөлдерге ие болды.",Sci/Tech,Business,Business
"Pac-10 Teams Seek to Revive Reputation (AP) AP - As it looks ahead to another basketball season, the Pac-10 can take some comfort in one thing: There's a lot of room for improvement after a miserable 2003-04. And with traditional power Arizona leading the way, the conference should indeed be much better.",1,"Pac-10 командалары беделін қалпына келтіруге ұмтылады (AP) AP - Баскетбол маусымының тағы бір кезеңіне көз тіккенде, Pac-10 бір нәрседен жұбаныш таба алады: 2003-04 жылғы қиын кезеңнен кейін жақсартуға көп мүмкіндік бар. Және дәстүрлі күшті Аризона алда келе жатқандықтан, конференция шынымен де әлдеқайда жақсы болуы керек.",Sports,Sports,Sports
"Wells Fargo Profit Rises 12 Percent  NEW YORK (Reuters) - Wells Fargo   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WFC.N target=/stocks/quickinfo/fullquote""&gt;WFC.N&lt;/A&gt;, the No. 4  U.S. bank, on Tuesday said third-quarter profit rose a  lower-than-expected 12 percent after a downturn in home  mortgage lending.",2,"Wells Fargo пайдасы 12 пайызға өсті  НЬЮ-ЙОРК (Reuters) - Wells Fargo & Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=WFC.N target=/stocks/quickinfo/fullquote""&gt;WFC.N&lt;/A&gt;, АҚШ-тағы 4-ші ірі банк, сейсенбі күні үшінші тоқсандағы пайда үй ипотекалық несиелеудегі құлдыраудан кейін күтілгеннен төмен 12 пайызға өскенін хабарлады.",Business,Business,Business
"Bonds #39; contract reworked; will stage assault on Aaron #39;s record as &lt;b&gt;...&lt;/b&gt; Now that Barry Bonds is assured of staying with the San Francisco Giants for two more seasons, he already is looking beyond. His children won #39;t let him think about retirement just yet.",1,"Облигациялар #39; келісімшарты қайта жасалды; Аарон #39; рекордын бұзу үшін сахнаға шығады &lt;b&gt;...&lt;/b&gt; Барри Бондс Сан-Франциско Джайентс командасында тағы екі маусым қалатынына сенімді болғандықтан, ол қазірдің өзінде болашаққа көз тігуде. Оның балалары оған зейнетке шығу туралы ойлауға мүмкіндік бермейді.",Sports,Sports,Sports
US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.,0,"АҚШ Бразилияны жеңіп, алтын медаль алды Америка Құрама Штаттары әйелдер арасындағы Олимпиада футбол турнирінде Бразилияны қосымша уақытта 2-1 есебімен жеңді.",World,Sports,Sports
Owen fitness holds the key Michael Owen will have one last chance to prove his fitness - and possibly determine which formation England will employ against Wales on Saturday.,1,Оуэннің фитнесі басты рөл атқарады Майкл Оуэн өзінің фитнесін дәлелдеуге соңғы мүмкіндікке ие болады - және мүмкін сенбі күні Уэльске қарсы Англия қандай формацияны қолданатынын анықтайды.,Sports,Sports,Sports
"Federer to meet Hewitt in Masters Cup final Houston, TX (Sports Network) - World No. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.",1,"Федерер Хьюитпен Мастерс Кубогының финалында кездеседі Хьюстон, Техас (Спорт Желі) - Әлемнің бірінші ракеткасы швейцариялық Роджер Федерер мен үшінші нөмірлі Ллейтон Хьюит әрқайсысы тікелей сеттерде жеңіске жетіп, 2004 жылғы табысты Теннис Мастерс Кубогының жексенбілік финалына шықты.",Sports,Sports,Sports
INDUSTRY REPORT: Gambling -- Casinos to be sold Harrah #39;s Entertainment Inc. and Caesars Entertainment Inc. agreed to sell four casino hotels to an affiliate of Colony Capital LLC for about \$1.,2,ӨНЕРКӘСІП ЕСЕБІ: Құмар ойындар -- Казинолар сатылмақ Harrah's Entertainment Inc. және Caesars Entertainment Inc. төрт казино қонақ үйлерін Colony Capital LLC филиалына шамамен 1 долларға сатуға келісті.,Business,Business,Business
Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,2,"Сыра мен есірткі өндірісінің төмендеуіне әсер етті Шілде айында зауыт өндірісі күтпеген жерден төмендеді, бұл қатарынан екінші айдағы төмендеу болды -- бұл соңғы екі жылдағы алғашқы қатарынан төмендеу -- сыра мен фармацевтикалық өнімдердің өндірісі күрт төмендегендіктен.",Business,Business,Business
Top Seed Federer Struggles Through in Thai Opener  BANGKOK (Reuters) - Top seed Roger Federer toiled to beat  battling Frenchman Nicolas Thomann and reach the second round  of the Thailand Open on Tuesday.,1,"Жоғары рейтингті Федерер Тай ашылуында қиындықпен жеңіске жетті

БАНГКОК (Reuters) - Жоғары рейтингті Роджер Федерер француздық Николя Томаннды жеңіп, сейсенбі күні Тайланд ашық чемпионатының екінші кезеңіне өтті.",Sports,Sports,Sports
"Sun and Kodak settle out of court As we reported previously, Kodak filed a lawsuit against Sun Microsystems claiming that the company had infringed on its patents by implementing  quot;ask for help quot; functionality in its Java programming language, which gave a huge boost to the company #39;s yearly ",3,"Sun мен Kodak соттан тыс келісімге келді Бұрын хабарлағанымыздай, Kodak Sun Microsystems компаниясына қарсы сотқа шағым түсірген болатын, себебі компания Java бағдарламалау тілінде ""көмек сұрау"" функциясын енгізу арқылы оның патенттерін бұзды деп айыптаған еді, бұл компанияның жылдық табысына үлкен серпін берді.",Sci/Tech,Business,Business
"Britain awaits results of N.Korea blast fact-finding trip (AFP) AFP - Britain is awaiting the findings from a technical analysis of what a group of diplomats saw at the site of a huge explosion in North Korea last week, Britain's minister for East Asia said.",0,"Британия Солтүстік Кореядағы жарылыс фактілерін анықтау сапарының нәтижелерін күтуде (AFP) AFP - Британия өткен аптада Солтүстік Кореяда болған үлкен жарылыс орнында дипломаттар тобы көрген нәрселердің техникалық талдау нәтижелерін күтуде, деп мәлімдеді Британияның Шығыс Азия істері жөніндегі министрі.",World,World,World
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,1,Хаас пен Синк Райдер кубогы командасына таңдалды Джей Хаас келесі айда Еуропадан кубокты қайтаруға тырысатын АҚШ командасының капитанының екі таңдауының бірі ретінде Стюарт Синкпен бірге қосылды.,Sports,Sports,Sports
"Space Capsule Heading Back to Earth A space capsule holding atoms collected from solar wind was en route to a tricky rendezvous with Earth, offering scientists the first material NASA has brought back from space in nearly three decades.",3,"Ғарыш капсуласы Жерге қайтып келеді Күн желінен жиналған атомдарды ұстап тұрған ғарыш капсуласы Жермен күрделі кездесу жолында, ғалымдарға NASA-ның ғарыштан әкелген алғашқы материалын ұсынуда, бұл соңғы үш онжылдықта алғаш рет орын алып отыр.",Sci/Tech,Sci/Tech,Sci/Tech
"Osaka school killer of 8, yakuza boss executed TOKYO - Mamoru Takuma, convicted for murdering eight children at an Osaka elementary school in 2001, has been executed, informed sources said Tuesday.",0,"Осака мектебінде 8 баланы өлтірген, якудза басшысы өлім жазасына кесілді

ТОКИО - 2001 жылы Осака бастауыш мектебінде сегіз баланы өлтіргені үшін сотталған Мамору Такума өлім жазасына кесілді, деп хабарлады ақпарат көздері сейсенбі күні.",World,World,World
"American Woman, Afghan Girl Die After Kabul Blast An American woman, believed to be a civilian, and a young Afghan girl died from their wounds after a suicide bomb attack in a busy shopping street in the Afghan capital.",0,"Америкалық әйел мен ауған қызы Кабулдағы жарылыстан кейін қайтыс болды Америкалық әйел, азаматтық тұлға деп есептелетін, және жас ауған қызы Ауғанстан астанасындағы қарбалас сауда көшесінде болған жанкештілік бомба шабуылынан кейін жарақаттарынан қайтыс болды.",World,World,World
"Moves toward moderation in Mideast One month after Yasser Arafat #39;s death, realignments on both sides of the Palestinian-Israeli divide are raising fragile hopes for a mutual retreat from four years of fighting.",0,"Таяу Шығыстағы қалыпқа келу қадамдары Ясир Арафаттың қайтыс болғанына бір ай өткен соң, Палестина-Израиль арасындағы екі жақта да қайта құрылымдар төрт жылдық қақтығыстан өзара шегінуге деген әлсіз үміттерді оятуда.",World,World,World
Need for carbon sink technologies Climate scientists tell a conference that greater efforts should be made to pull CO2 from the atmosphere.,3,Көміртекті сіңіру технологияларына қажеттілік Климат ғалымдары конференцияда атмосферадан CO2 шығару үшін үлкен күш салу керектігін айтты.,Sci/Tech,Sci/Tech,Sci/Tech
Microsoft Storms India Microsoft is making big news in India this week by expanding its Hyderabad campus and signing two lucrative deals in Asias fourth largest economy.,2,"Microsoft Үндістанды бағындыруда Microsoft осы аптада Үндістанда үлкен жаңалықтар жасап жатыр, себебі ол Хайдарабад кампусын кеңейтіп, Азияның төртінші ірі экономикасында екі табысты келісімшартқа қол қойды.",Business,Business,Business
"Wiretaps may mute Nextel rivals Fed up with technical excuses, FBI wants carriers to support eavesdropping capabilities for push-to-talk technology now.",3,Тыңдаулар Nextel бәсекелестерін үнсіз қалдыруы мүмкін. Техникалық сылтаулардан шаршаған ФБР тасымалдаушылардан push-to-talk технологиясы үшін тыңшылық мүмкіндіктерін қолдауды қазір талап етеді.,Sci/Tech,Sci/Tech,Sci/Tech
"S amp;P 500 Rises for 4th Day; Material, Energy Shares Lead Advance The Standard  amp; Poor #39;s 500 Index rose for a fourth day as investors looked past a disappointing third- quarter economic growth report to better-than-expected readings on Chicago-area business and consumer confidence.",2,"S&P 500 төртінші күн қатарынан өсті; Материалдар мен энергия акциялары алға шықты Standard & Poor's 500 индексі төртінші күн қатарынан өсті, себебі инвесторлар үшінші тоқсандағы экономикалық өсімнің көңіл көншітпейтін есебін Чикаго аймағындағы бизнес пен тұтынушылар сенімінің күткеннен жақсы көрсеткіштеріне қарағанда елемеді.",Business,Business,Business
Sven refuses to criticise Becks Quell surprise: Sven has refused to criticise David Beckham despite the England captain #39;s latest demonstration of his infamous petulance against Wales.,1,"Свен Бекс Квеллді сынаудан бас тартты: Свен Англия капитанының Уэльске қарсы әйгілі қыңырлығын соңғы рет көрсеткеніне қарамастан, Дэвид Бекхэмді сынаудан бас тартты.",Sports,Sports,Sports
England held up in Zimbabwe Zimbabwe held up England #39;s charge as they battled to avert a series whitewash in the fourth one-day international in Bulawayo today.,1,"Англия Зимбабведе тоқтатылды Зимбабве Англияның шабуылын тоқтатып, бүгін Булавайода өткен төртінші бір күндік халықаралық матчта сериядағы жеңілістен құтылуға тырысты.",Sports,Sports,Sports
European probe arrives to orbit moon PARIS - Europe #39;s dishwasher-sized spacecraft has entered a lunar orbit. The unmanned mission is the continent #39;s first voyage to the moon.,3,"Еуропалық зонд Ай орбитасына жетті

ПАРИЖ - Еуропаның ыдыс жуғыш машинасының көлеміндегі ғарыш аппараты Ай орбитасына енді. Бұл пилотсыз миссия құрлықтың Айға алғашқы сапары болып табылады.",Sci/Tech,Sci/Tech,Sci/Tech
"Locals lift Irish squad in Europe tourney Tim Brett and Matt Shinney are lacrosse aficionados and fervent players. Brett, 27, who is a manager at a hotel in Charlestown, and Shinney, 23, a student at Bridgewater State College, are self-described lacrosse  quot;weekend warriors. quot;",1,"Жергілікті тұрғындар Еуропа турнирінде Ирландия құрамасын қолдады Тим Бретт пен Мэтт Шинни лакросс әуесқойлары және құмар ойыншылары. 27 жастағы Бретт Чарлстаундағы қонақүйде менеджер болып жұмыс істейді, ал 23 жастағы Шинни Бриджуотер мемлекеттік колледжінің студенті, олар өздерін лакросс бойынша ""демалыс күндерінің жауынгерлері"" деп сипаттайды.",Sports,Sports,Sports
"Bookies take bets on new Band Aid Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure.",0,"Букмекерлер жаңа Band Aid синглының Рождество кезінде №1 болатынына бәс тігуде, бұл Midge Ure арқылы расталады деп күтілуде.",World,Business,Business
Stunt pilots to snag a falling NASA craft NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval ,3,"NASA-ның үш жылдық жұлдыз шаңын Жерге қайтару әрекеті 8 қыркүйекте драмалық финалға жетеді, онда Голливудтың тікұшақ ұшқыштары әуеде ұстап алуға тырысады.",Sci/Tech,Sci/Tech,Sci/Tech
"Gartner: Q2 server shipments rise on Sun, Dell strength Server shipments and revenue increased in the second quarter, with low-cost servers based on Linux or the Windows operating system growing faster than their Unix counterparts, according to research firm Gartner Inc.",3,"Gartner: Екінші тоқсанда серверлерді жеткізу Sun және Dell компанияларының күшімен өсті Серверлерді жеткізу және кіріс екінші тоқсанда артты, зерттеу фирмасы Gartner Inc. мәліметінше, Linux немесе Windows операциялық жүйесіне негізделген арзан серверлер Unix серверлеріне қарағанда тезірек өсті.",Sci/Tech,Business,Sci/Tech
"S.Africa Cancels Thatcher Meeting with Eq. Guinea South Africa has canceled a meeting with prosecutors from Equatorial Guinea who had hoped to interview Mark Thatcher on his suspected links to a coup plot in the oil-rich country, officials said on Sunday.",0,Оңтүстік Африка Экваторлық Гвинеямен Тэтчер кездесуін тоқтатты Оңтүстік Африка жексенбі күні Экваторлық Гвинеяның прокурорларымен кездесуді тоқтатқанын мәлімдеді. Олар мұнайға бай елдегі төңкеріс жоспарына қатысы бар деп күдіктелген Марк Тэтчерден сұхбат алуды көздеген болатын.,World,World,World
"U.S. Jet Fires at House in Fallujah (AP) AP - An American jet fired a missile at a house where about 10 members of an al-Qaida-linked group were believed to be meeting in the Sunni insurgent stronghold of Fallujah on Friday, police and the U.S. military said. At least three people were killed.",0,"АҚШ ұшағы Фаллуджадағы үйге оқ атты (AP) AP - Американдық ұшақ жұма күні Фаллуджадағы сүннит көтерілісшілерінің тірегі болып табылатын жерде әл-Каидамен байланысы бар топтың шамамен 10 мүшесі жиналып жатыр деп есептелген үйге зымыран атты, деп хабарлады полиция мен АҚШ әскері. Кем дегенде үш адам қаза тапты.",World,World,World
"Report: CARE Hostage Faces Transfer To Al-Qaida BAGHDAD, Iraq -- The kidnappers of aid worker Margaret Hassan threatened to turn her over to an al-Qaida affiliated group within 48 hours if the British government refuses to pull its troops from Iraq, Al-Jazeera television reported Tuesday.",0,"Есеп: CARE тұтқыны Әл-Каидаға берілуі мүмкін БАҒДАД, Ирак -- Қайырымдылық қызметкері Маргарет Хассанның ұрлаушылары, егер Ұлыбритания үкіметі Ирактан әскерлерін шығарудан бас тартса, оны 48 сағат ішінде Әл-Каидамен байланысы бар топқа тапсырамыз деп қорқытты, деп хабарлады сейсенбі күні Әл-Жазира телеарнасы.",World,World,World
"Cavaliers Defeat Nets 103-97 (AP) AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",1,"Кавальерс Нетсті 103-97 есебімен жеңді (AP) AP - Леброн Джеймс 27 ұпай жинап, Лушиус Харристің шешуші 3 ұпайлық добын 6 секунд қалғанда орындауына көмектесті. Бірінші орындағы Кливленд Кавальерс сейсенбі күні кешке Нью-Джерси Нетсті 103-97 есебімен жеңіп, үйдегі қатарынан сегізінші жеңісіне қол жеткізді.",Sports,Sports,Sports
"Lawyers In the Limelight By all appearances, Steven Woghin was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker Computer Associates International Inc.",2,"Адвокаттар назарда

Барлық көріністер бойынша, Стивен Вогин өз ісінің шыңында тұрған адвокат болды. Үкімет қызметінде бірнеше жыл жұмыс істегеннен кейін, Әділет департаментінің бұрынғы адвокаты алты сандық жалақыға және Computer Associates International Inc. бағдарламалық жасақтама өндірушісінің бас заңгерлік қызметіне қол жеткізді.",Business,Business,Business
"Powell to discuss NKorea on visit Japan, China, SKorea next week (AFP) AFP - US Secretary of State Colin Powell will visit Japan, China and South Korea beginning next week for talks on the stalled effort to end the impasse over North Korea's nuclear program, Iraq, terrorism and other matters, the State Department said.",0,"Пауэлл келесі аптада Жапония, Қытай, Оңтүстік Кореяға сапары барысында Солтүстік Корея мәселесін талқылайды (AFP) AFP - АҚШ Мемлекеттік хатшысы Колин Пауэлл келесі аптадан бастап Жапония, Қытай және Оңтүстік Кореяға сапар шегіп, Солтүстік Кореяның ядролық бағдарламасына қатысты тығырықтан шығу әрекеттері, Ирак, терроризм және басқа да мәселелер бойынша келіссөздер жүргізеді, деп хабарлады Мемлекеттік департамент.",World,World,World
Martian Weather Blamed for Loss of Beagle 2 Description: An investigation into the loss of Britain #39;s Beagle 2 spacecraft last December suggests the cause may have been unusual Martian weather.,3,Марстық ауа райы Beagle 2 жоғалуына кінәлі деп танылды Сипаттама: Өткен желтоқсанда Британияның Beagle 2 ғарыш аппаратының жоғалуына қатысты тергеу оның себебі ерекше марстық ауа райы болуы мүмкін екенін ұсынады.,Sci/Tech,Sci/Tech,Sci/Tech
England seek first one-day title against surprise package Windies LONDON: England have never won a major international limited-overs title while West Indies World Cup glory days date back to 1975 and 1979.,1,"Англия күтпеген жерден шыққан Виндиске қарсы алғашқы бір күндік титулын іздейді ЛОНДОН: Англия ешқашан ірі халықаралық шектеулі оверлер титулын жеңіп алған жоқ, ал Вест-Индияның Әлем кубогындағы даңқты күндері 1975 және 1979 жылдарға жатады.",Sports,Sports,Sports
UK to assess Iraq troop move A reconnaissance team is to visit the area around Baghdad where UK forces could be sent to provide US back-up.,0,Ұлыбритания Ирактағы әскерлерді орналастыруды бағалайды Ұлыбритания күштері АҚШ-қа қолдау көрсету үшін жіберілуі мүмкін Бағдад маңындағы аймаққа барлау тобы барады.,World,World,World
Iraq: 26 killed on horrific day of violence Suicide bombers killed at least 22 members of Iraq #39;s fledgling security forces yesterday amid a spate of insurgent attacks across the country that also ,0,"Ирак: Қорқынышты зорлық-зомбылық күнінде 26 адам қаза тапты. Кеше жанкештілер Ирактың жаңадан құрылған қауіпсіздік күштерінің кем дегенде 22 мүшесін өлтірді, бұл ел бойынша бүлікшілердің шабуылдары кезінде орын алды.",World,World,World
Utah Hires Whittingham to Replace Meyer (AP) AP - Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.,1,Юта Уиттингхэмді Мейердің орнына жалдады (AP) AP - Юта университетінің қорғаныс үйлестірушісі Кайл Уиттингхэм Урбан Мейердің орнына мектептің футбол жаттықтырушысы болып жалданды.,Sports,Sports,Sports
"Browns coach Davis resigns; Robiskie named interim coach BEREA, Ohio (Ticker) - One day after admitting that his shaky job status was a  quot;distraction quot; to his players, Butch Davis resigned as coach of the Cleveland Browns on Tuesday.",1,"Браунстың жаттықтырушысы Дэвис отставкаға кетті; Робиски уақытша жаттықтырушы болып тағайындалды БЕРЕА, Огайо (Ticker) - Өзінің тұрақсыз жұмыс жағдайы ойыншыларына «алаңдаушылық» тудыратынын мойындағаннан кейін бір күн өткен соң, Бутч Дэвис сейсенбі күні Кливленд Браунстың жаттықтырушысы қызметінен кетті.",Sports,Sports,Sports
