id,question,options,answer_key,question_kz,options_kz,pred_native_kz,pred_en_kz
63bb6128026ce24209583d0eea75fc27,Where is a good place to set a cup of coffee while relaxing?,"A) coffee shop
B) kitchen
C) hand
D) table
E) office",D,Демалып жатқанда кофе шыныаяғын қоюға жақсы орын қайда?,"A) кофе дүкені
B) ас үй
C) қол
D) үстел
E) кеңсе",D,D
eaf980db7e945b1cf6d648fa55ddcb5e,What is the feeling of one having fun?,"A) smiling
B) pleasure
C) hurt
D) injuries
E) laughter",B,Көңіл көтеріп жатқан адамның сезімі қандай?,"A) күлімдеу
B) ләззат
C) жарақат
D) жарақаттар
E) күлкі",B,B
526cd34f5b2afefbbb7830434785f298,Sarah dropped the marble because she wanted to do what?,"A) game
B) pouch
C) home
D) store
E) jar",A,Сара не істеу үшін мәрмәрді түсірді?,"A) ойын
B) дорба
C) үй
D) дүкен
E) құмыра",A,E
c96a86957a9ab1d8ca0aeeb7f040d87a_1,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?","A) pocket
B) classroom
C) table
D) library
E) shelf",B,"Балалар анықтаманы білгісі келген кездер болды, сондықтан қай жерде үлкен жақсы сөздік болды?","A) қалта
B) сынып
C) үстел
D) кітапхана
E) сөре",D,D
64d2310eff6b661baeb41b4ccc392e35,When we are running what are we doing?,"A) stretches
B) running from police
C) learn to walk
D) go quickly
E) get out of bed",D,Біз жүгіріп жатқанда не істеп жатырмыз?,"A) созылу
B) полициядан қашу
C) жүруді үйрену
D) тез жүру
E) төсектен тұру",D,D
1a4e83b433620cb2d7d806882f8d57e4,What is it called when a person with mental illness is able to lead a relatively normal life?,"A) managed
B) effectively treated
C) recur
D) cause delusion
E) illusion",A,Психикалық ауруы бар адам салыстырмалы түрде қалыпты өмір сүре алатын жағдай қалай аталады?,"A) басқарылған
B) тиімді емделген
C) қайталану
D) елес тудыру
E) иллюзия",A,B
51e2da7396ab7045533e885dbb98a424,"Sam wasn't lying, but he left out important details. He was being what?","A) dishonesty
B) deceitful
C) imagination
D) deceptive
E) poker face",B,"Сэм өтірік айтқан жоқ, бірақ маңызды мәліметтерді қалдырды. Ол қандай болды?","A) адал емес
B) алдамшы
C) қиял
D) алдау
E) покер беті",B,B
a617eb4d27edea93e7fd630ce00c8219,If you want to kill someone you can do what to them with a gun?,"A) sip through
B) damnation
C) shoot
D) commit crime
E) eat breakfast",C,"Егер сіз біреуді өлтіргіңіз келсе, оларға мылтықпен не істей аласыз?","A) сору
B) қарғыс
C) ату
D) қылмыс жасау
E) таңғы ас ішу",C,C
cfa980561efe82e7ae7080d4f081b463,What is someone operating a vehicle likely to be accused of after becoming inebriated?,"A) punish
B) arrest
C) automobile accidents
D) drunk driving
E) talking nonsense",D,Біреу көлік жүргізіп келе жатып масайғаннан кейін не үшін айыпталуы мүмкін?,"A) жазалау
B) қамауға алу
C) автомобиль апаттары
D) мас күйінде көлік жүргізу
E) бос сөз айту",D,D
92f423de9a556a66c3eb73e9ddf9399a,Where does a child likely sit at a desk?,"A) furniture store
B) schoolroom
C) patio
D) office building
E) library",B,Бала қай жерде үстелге отыруы мүмкін?,"A) жиһаз дүкені
B) сынып бөлмесі
C) патио
D) кеңсе ғимараты
E) кітапхана",B,B
d725f1c2e150a3221de31612123f3f46,What do you do when you're going to market?,"A) buy food
B) see other people
C) buying vegetables
D) buy a fat pig
E) traveling",A,Сіз базарға барғанда не істейсіз?,"A) тамақ сатып алу
B) басқа адамдарды көру
C) көкөністер сатып алу
D) семіз шошқа сатып алу
E) саяхаттау",A,A
8a69e6df5e8ad6c9e6828aa66c59d046,John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe.,"A) anger
B) good natured ribbing.
C) enjoying
D) injury
E) enjoyment",D,"Джон мен Джо ойындарды жоспарлағанды ұнатады, бірақ Джоға доп тиіп, ол құлап қалды. Джоға не болуы мүмкін еді?","A) ашу
B) жақсы ниетті қалжыңдау
C) ләззат алу
D) жарақат
E) рахаттану",D,D
3e536d9253bfac45de83e8ee291ca143,Where might it be hard to get furniture to?,"A) apartment
B) loft
C) store
D) rug
E) stairs",B,Жиһазды қайда жеткізу қиын болуы мүмкін?,"A) пәтер
B) шатыр
C) дүкен
D) кілем
E) баспалдақ",E,B
515834727e23e30ab7c8fe5ba7e9a765,James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,"A) gear shift
B) garage
C) kitchen
D) jewelry store
E) hardware store",B,"Джеймс жаңа дөңгелек шынжырларын сатып алып, оларды таба алатын жерге қойды. Ол оларды қайда қояды?","A) беріліс қорабы
B) гараж
C) ас үй
D) зергерлік дүкен
E) құрылыс дүкені",B,B
95a85df48902d23eb3fda25a99fca1a0,What is it called when two people in love have children?,"A) take oath
B) procreate
C) matrimony
D) please parents
E) live life",B,Екі ғашық адам балалы болғанда қалай аталады?,"A) ант беру
B) ұрпақ жалғастыру
C) неке
D) ата-ананы қуанту
E) өмір сүру",B,B
6b1f5ebd9d0dbc7e34a598456a6091a8,It's dangerous to let pet birds free so it's better to keep them what?,"A) slavery
B) caught
C) caged in
D) topfree
E) prisoner",C,"Үй құстарын еркін жіберу қауіпті, сондықтан оларды қайда ұстаған дұрыс?","A) құлдықта
B) ұсталған
C) торда
D) еркін
E) тұтқында",C,C
4499ebd5e8188b0d5fdef6afd893017a,"I took my seat, the curtains drew back and I enjoyed the what?","A) airplane
B) movie
C) auditorium
D) theatre
E) show",E,"Мен орныма отырдым, перделер ашылды және мен нені тамашаладым?","A) ұшақ
B) фильм
C) аудитория
D) театр
E) шоу",D,D
19dfd55e967dacd6f5700a62c1e14eee,What type of store would have lots of sports equipment?,"A) mall
B) office supply store
C) school
D) sporting goods store
E) sporting event",D,Көптеген спорт жабдықтары бар дүкеннің түрі қандай?,"A) сауда орталығы
B) кеңсе жабдықтары дүкені
C) мектеп
D) спорт тауарлары дүкені
E) спорттық іс-шара",D,D
41fac392c6a5827c1b6682d5d3798e59,"John was my neighbor, it was easy to talk to him. He was never what?","A) away
B) distant
C) remote person
D) bore
E) foe",B,"Джон менің көршім болды, онымен сөйлесу оңай еді. Ол ешқашан қандай болған жоқ?","A) алыс
B) алыстағы
C) қашықтағы адам
D) жалықтыратын
E) жау",D,E
dbdad44029098d4b1d202d6d857d6092,Where are you likely to set papers while working on them?,"A) table
B) meeting
C) drawer
D) toilet
E) garage",A,Құжаттармен жұмыс істегенде оларды қайда қоюыңыз мүмкін?,"A) үстел
B) жиналыс
C) тартпа
D) дәретхана
E) гараж",C,C
ec224c1dbfb569cce7ec317fe987ae68,What is the animal trying to accomplish?,"A) sand trap
B) live long
C) leave home
D) feel pain
E) eating",B,Жануар не істеуге тырысып жатыр?,"A) құм тұзағы
B) ұзақ өмір сүру
C) үйден кету
D) ауырсынуды сезіну
E) тамақтану",E,E
8272f08792b873885f93d4c148e307e5,The water in clouds turn in to what when it gets cold?,"A) typhoon
B) snowflake
C) laddle
D) teardrops
E) sink",B,Бұлттардағы су суық болғанда неге айналады?,"A) тайфун
B) қар ұшқыны
C) күрек
D) көз жасы
E) раковина",B,B
dc964e4f6df6b70815e81e466d0ff717,If you jump in any of the oceans you will get?,"A) tanned
B) wet
C) wide
D) very deep
E) fish",B,"Егер сіз кез келген мұхитқа секірсеңіз, не аласыз?","A) күнге күйген
B) су болған
C) кең
D) өте терең
E) балық",B,B
a15d564d0be6996251b5d523ac62db2a,Why is it hard for a young child to read a long book?,"A) knowledge
B) cover
C) no pictures
D) past
E) many words",E,Неліктен кішкентай балаға ұзақ кітапты оқу қиын?,"A) білім
B) мұқаба
C) суреттер жоқ
D) өткен
E) көптеген сөздер",E,E
6416dcdf9b8d7d2787f07e7426f86fe4,The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?,"A) rabbit warren
B) used car lot
C) chicken coop
D) cruise
E) viking ship",E,Ежелгі теңізде жүзетін норвегиялық тайпа мүшесі бортына аққұлақ терілерін неге алып келді?,"A) қоян қорасы
B) қолданылған көлік алаңы
C) тауық қорасы
D) круиз
E) викинг кемесі",E,E
7bb279e38a1c9eb47a0c7af979a131a2,What is a tactic used to interfere with learning about science?,"A) repetition
B) sense of wonder
C) accidents
D) intimidation
E) increased knowledge",D,Ғылымды үйренуге кедергі келтіру үшін қолданылатын тактика қандай?,"A) қайталау
B) таңдану сезімі
C) кездейсоқтықтар
D) қорқыту
E) білімді арттыру",D,D
7bff23f6c12e9136f0961514bebb8cd3,If you aren't well rested and it's a rainy day what might you do?,"A) sleep
B) write
C) make bread
D) stay in bed
E) enjoy film",D,"Егер сіз жақсы демалмаған болсаңыз және жаңбырлы күн болса, не істер едіңіз?","A) ұйықтау
B) жазу
C) нан пісіру
D) төсекте қалу
E) фильм көру",D,D
99e0b2ddf88ebed98b977043b7c2331b,John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?,"A) mountains
B) dead body
C) pay debts
D) state park
E) new york",E,Джон әйелінің күлін жабайы табиғаттағы көлге шашқысы келді. Ол тұрған жеріне байланысты кешіктіруге тура келді. Ол қайда тұрды?,"A) таулар
B) мәйіт
C) қарыздарды төлеу
D) мемлекеттік саябақ
E) Нью-Йорк",E,E
5bba03b425f5abc6e017f194cf074b06,Many homes in this country are built around a courtyard. Where is it?,"A) candidate
B) spain
C) lawn
D) asshole
E) office complex",B,Бұл елде көптеген үйлер аула айналасында салынған. Бұл қай жерде?,"A) кандидат
B) испания
C) көгал
D) есек
E) кеңсе кешені",B,B
ec882fc3a9bfaeae2a26fe31c2ef2c07,Where did you meet your best friend since Kindergarten?,"A) friend's house
B) school
C) fraternity house
D) internet cafe
E) airplane",B,Сіз балабақшадан бері ең жақын досыңызбен қай жерде кездестіңіз?,"A) досымның үйі
B) мектеп
C) бауырластық үйі
D) интернет кафе
E) ұшақ",B,B
8bbfe8cd056d612e9d3190f278bef287,"If I keep getting crumbs under my table, what should I put under it?","A) conference
B) neighbor's house
C) rug
D) net
E) card room",C,"Егер менің үстелімнің астына үнемі үгінділер түсіп жатса, мен оның астына не қоюым керек?","A) конференция
B) көршінің үйі
C) кілем
D) тор
E) карта бөлмесі",C,C
93bbaccb1c46d22124a846b8514de5bc,The bald eagle flew from Mount St Helen's to the Puget Sound and all over what?,"A) washington state
B) utah
C) pacific northwest
D) northern california
E) the desert",A,Жалаңаш қыран құсы Сент-Хелен тауларынан Пьюджет-Саундқа және барлық жерге ұшты?,"A) Вашингтон штаты
B) Юта
C) Тынық мұхитының солтүстік-батысы
D) Солтүстік Калифорния
E) Шөл дала",A,A
46351b3a6beb694c5f623583a3b1473d,What language type is someone from Iran likely to use?,"A) books
B) dard
C) sky
D) closed room
E) television",B,Ираннан келген адам қандай тіл түрін қолдануы мүмкін?,"A) кітаптар
B) дард
C) аспан
D) жабық бөлме
E) теледидар",B,B
6386bcf080633bc3eeb3317a5435b7b7,The gimmicky low brow TV show was about animals when they what?,"A) sick
B) mammals
C) males
D) bite
E) attack",E,Жеңіл-желпі телешоу жануарлар туралы не болғанда болды?,"A) ауырады
B) сүтқоректілер
C) еркектер
D) тістейді
E) шабуылдайды",B,B
24ceaf5c10863e73919b5f1b0f2db38e,"I'm having some food at my party, what will I need to serve it?","A) zoo
B) pan
C) bowl
D) kitchen
E) spoon",E,"Менің кешімде тамақ бар, оны беру үшін не қажет болады?","A) зоопарк
B) таба
C) тостаған
D) ас үй
E) қасық",E,E
b4cde6a56fb19afc84876ebf2fb9e71a,Where would you find a toy soldier that is being played with?,"A) toy box
B) movies
C) child's hand
D) toybos
E) child park",C,Ойыншық сарбазды қай жерден табуға болады?,"A) ойыншық қорабы
B) фильмдер
C) баланың қолы
D) ойыншық қорабы
E) балалар саябағы",A,A
aa5aa36557a5fbb93391506182f1025c,Some people prefer releasing energy through work while others prefer to release it through what?,"A) motion
B) stretch
C) exercise
D) movement
E) muscles",C,"Кейбір адамдар энергияны жұмыс арқылы шығаруды жөн көреді, ал басқалары оны не арқылы шығаруды жөн көреді?","A) қозғалыс
B) созылу
C) жаттығу
D) қозғалыс
E) бұлшықеттер",C,C
ac6378b5e8462dc1bde1155d706213d8,What is likely to have a better school cafeteria?,"A) high school
B) canteen
C) polytechnic
D) large room
E) all kinds of schools",C,Қайсысы жақсырақ мектеп асханасына ие болуы мүмкін?,"A) орта мектеп
B) асхана
C) политехникалық
D) үлкен бөлме
E) барлық түрдегі мектептер",A,A
eb4b2cd0f2a69686e5a82250c5806b84,"The child was politely waiting for dessert, he was eventually rewarded for his what?","A) timing
B) expenditure of time
C) getting bored
D) anger
E) patience",E,"Бала десертті сыпайы күтіп отырды, ол ақырында несі үшін марапатталды?","A) уақытты таңдау
B) уақыт жұмсау
C) жалығу
D) ашу
E) шыдамдылық",E,E
ec86900559a0faf2aef066e511a4cfa6,what do you fill with ink to write?,"A) squid
B) fountain pen
C) pencil case
D) newspaper
E) printer",B,жазу үшін сиямен нені толтырасыз?,"A) кальмар
B) қаламсап
C) қаламсап қорабы
D) газет
E) принтер",B,B
912676495cceefadccbbf8c604486f97,What very large group of western citizens has bees everywhere?,"A) united states
B) space station
C) trash can
D) field of flowers
E) bouquet of flowers",A,Батыс азаматтарының өте үлкен тобы қай жерде аралар бар?,"A) Америка Құрама Штаттары
B) ғарыш станциясы
C) қоқыс жәшігі
D) гүлдер алаңы
E) гүл шоғы",D,D
9c596382ea15768f95b5ef9ceec191dc,"The bell rang, and the congregation began to what in to the church?","A) run away
B) wind instrument
C) funnel
D) blunderbuss
E) associated with telephones",C,"Қоңырау соғылды, және жиналғандар шіркеуге не істеуге кірісті?","A) қашып кету
B) үрмелі аспап
C) құйғыш
D) мылтық
E) телефондармен байланысты",B,A
f4bb8ecacb9ce89e040f5f76bc79afb3,How can people fulfill their own calorie requirements?,"A) compete with each other
B) feed themselves
C) feel lonely
D) talk to each other
E) ask a doctor",B,Адамдар өздерінің калория қажеттіліктерін қалай қанағаттандыра алады?,"A) бір-бірімен бәсекелесу
B) өздерін тамақтандыру
C) жалғыз сезіну
D) бір-бірімен сөйлесу
E) дәрігерден сұрау",B,B
315baf79f8dd3673f67a90de0758240e,Where is the control room that controls a PWR located?,"A) building
B) factory
C) window
D) prison
E) nuclear power plant",E,PWR-ді басқаратын басқару бөлмесі қайда орналасқан?,"A) ғимарат
B) зауыт
C) терезе
D) түрме
E) атом электр станциясы",E,E
26bd85f05d29863ed777a4f1a4b8fa63,What would you need if you want to smoke?,"A) you're stupid
B) kill yourself
C) roll joint
D) cigarette
E) lighter fluid.",D,Шылым шегу үшін не қажет?,"A) сен ақымақсың
B) өзіңді өлтір
C) шылым орау
D) темекі
E) оттық сұйықтығы.",D,D
a5097b7f56d20217679f28201801476f,Where do you head to travel to a star?,"A) night sky
B) galaxy
C) outer space
D) hollywood
E) eat cake",C,Жұлдызға саяхатқа қайда барасыз?,"A) түнгі аспан
B) галактика
C) ғарыш
D) голливуд
E) торт жеу",D,C
636fc69dee35cd357b4191b47e64d0e5,What should I do with a jumping rope?,"A) fatigue
B) sweating
C) get tired
D) tiredness
E) hopping",E,Секіргіш арқанмен не істеуім керек?,"A) шаршау
B) терлеу
C) шаршау
D) шаршау
E) секіру",E,E
80930e9df9ac4ad752749a54e7fc124f_1,I house outside the center of a community is said to be where?,"A) city
B) subdivision
C) newspaper
D) residential area
E) street",B,Қауымдастық орталығынан тыс орналасқан үй қайда деп айтылады?,"A) қала
B) шағын аудан
C) газет
D) тұрғын аймақ
E) көше",B,D
21763a65765b5405c9a54484c2e54a72,Where are people likely to become impatient?,"A) end of line
B) buildings
C) apartment
D) neighbor's house
E) address",A,Адамдар қай жерде шыдамсыз болуы мүмкін?,"A) кезектің соңы
B) ғимараттар
C) пәтер
D) көршінің үйі
E) мекенжай",A,A
60e8f1a86d4063895f340cd1e3c55f50,What is likely to happen to someone who is learning?,"A) overconfidence
B) effectiveness
C) knowing more
D) head grows larger
E) growth",C,Үйреніп жатқан адамға не болуы мүмкін?,"A) артық сенімділік
B) тиімділік
C) көбірек білу
D) басының үлкеюі
E) өсу",C,C
d78baca23e0a636a8961e17119047e63,People played a variety of games in the soccer field.  It was the closest thing they had to what?,"A) town
B) beach
C) park
D) near
E) outside",C,Адамдар футбол алаңында әртүрлі ойындар ойнады. Бұл олардың неге ең жақын болған нәрсесі еді?,"A) қала
B) жағажай
C) саябақ
D) жақын
E) сыртта",C,C
1ab746bcd100ccf513055fe93c61010b,"The tourist entered Mammoth cave, what state were they in?","A) west virginia
B) kentucky
C) rocky hills
D) scotland
E) canyon",B,"Турист Мамонт үңгіріне кірді, олар қай штатта болды?","A) Батыс Вирджиния
B) Кентукки
C) Тау жоталары
D) Шотландия
E) Каньон",B,B
fb35c7aa5694bab2cde4b7257bfae003,What kind of status is the bald eagle given?,"A) outside
B) world
C) protection
D) colorado
E) america",C,Жалаңаш қыранға қандай мәртебе берілген?,"A) сыртында
B) әлем
C) қорғау
D) колорадо
E) америка",C,E
07b51b231a9d6a143d8a73e69121e1b1,What is the best way to begin going into trance?,"A) religious experience
B) closed eyes
C) loss of control
D) sleep
E) hallucination",B,Трансқа кірудің ең жақсы жолы қандай?,"A) діни тәжірибе
B) жабық көздер
C) бақылауды жоғалту
D) ұйқы
E) галлюцинация",A,A
e145618c2062eb9ea8928fdb0d42185e,Where would I not want a fox?,"A) hen house
B) english hunt
C) mountains
D) outside bedroom window
E) england",A,Түлкіні қайда қаламас едім?,"A) тауық қорасы
B) ағылшын аң аулауы
C) таулар
D) жатын бөлменің терезесінің сыртында
E) Англия",D,A
5502dc807d4921679ae1abd0dc9570d6,Why does someone flirt with many people at once?,"A) have sex
B) get laid
C) were lonely
D) attract attention
E) dance",D,Неліктен біреу бір уақытта көптеген адамдармен флирт жасайды?,"A) жыныстық қатынасқа түсу
B) жыныстық қатынасқа түсу
C) жалғыз болды
D) назар аударту
E) би билеу",D,D
26ce83b8e9a263079aa8cdbd5258d667,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?","A) initiate
B) ignore
C) question
D) answer
E) ask",A,"Ер адам әйелге жауап беруге тырысты, бірақ ол әңгімелерді бақылауда қиындық көрді, себебі ол не істемеді?","A) бастау
B) елемеу
C) сұрау
D) жауап беру
E) сұрау қою",E,E
30e66db11e0257a14a17108b90cd69fb,"Jan tested the current, and noticed that it was high.  He thought that the wires might have too much what?","A) later
B) updated
C) still
D) resistance
E) now",D,"Ян токты тексеріп, оның жоғары екенін байқады. Ол сымдарда тым көп не болуы мүмкін деп ойлады?","A) кейін
B) жаңартылған
C) әлі
D) кедергі
E) қазір",D,D
80c19c62338edae0e8a1f5c6fec0d29a,Where is food likely to stay dry?,"A) etna
B) cupboard
C) oven
D) stomach
E) fridge",B,Тамақ қай жерде құрғақ болуы мүмкін?,"A) етна
B) шкаф
C) пеш
D) асқазан
E) тоңазытқыш",B,B
24eebfa678112100803da16dde148b2d,Where would you put a container can after you buy it?,"A) pantry
B) store
C) gas
D) liquid
E) garage",E,Контейнерді сатып алғаннан кейін қайда қоясыз?,"A) қойма
B) дүкен
C) газ
D) сұйықтық
E) гараж",A,A
ec8797b12e3c6666ebe70b2a7680b66f,"Many humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?","A) getting tied up lure.
B) looking for information
C) get wet
D) drink beer
E) sit quietly",D,"Көптеген адамдар балық аулауды ұнатады және сол уақытта тағы бір демалыс әрекетін ұнатады, ол қандай әрекет?","A) қармаққа байлану.
B) ақпарат іздеу
C) су болу
D) сыра ішу
E) тыныш отыру",E,E
4c968fa73699a38639ba3ffa1745bc21,What event might one buy tickets for seats?,"A) park
B) show
C) auditorium
D) movies
E) rest area",B,Қандай шараға орындарға билет сатып алуға болады?,"A) парк
B) шоу
C) аудитория
D) кино
E) демалыс аймағы",B,B
c410a4626dfce4b4cfd3e5937602cd77,"After recovering from the disease, what did the doctor call the patient?","A) healthy
B) passing around
C) cure
D) wellness
E) healthy",A,Аурудан айыққаннан кейін дәрігер науқасты қалай атады?,"A) сау
B) айналып өту
C) емдеу
D) саулық
E) сау",A,A
f9243ef9f0037657c337d3c6a9832f05,"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what?","A) sturdy
B) faithful
C) bound
D) compact
E) packaged",D,"Көліктің рөлі өте бос сияқты, бірақ ол әлі де оны сатып алуды ойлады, себебі оған кішкентай және қандай нәрсе қажет болды?","A) берік
B) сенімді
C) байланған
D) ықшам
E) оралған",D,D
715583129369c0c5c9f499c93a1c095e,The potato might be the official vegetable of what?,"A) vegans
B) kitchen cupboard
C) restaurants
D) chicken
E) maryland",E,Картоп қандай нәрсенің ресми көкөнісі болуы мүмкін?,"A) вегандар
B) ас үй шкафы
C) мейрамханалар
D) тауық
E) Мэриленд",B,E
88f1fe6cfbcb1a25f25454341c789463,"His compressor needed a new hose, where did he go?","A) garden shed
B) hardware store
C) brothel
D) garage
E) greenhouse",B,"Оның компрессорына жаңа шланг қажет болды, ол қайда барды?","A) бақша қоймасы
B) құрылыс дүкені
C) жезөкшелер үйі
D) гараж
E) жылыжай",B,B
1db19a32a3edbff9981976dc9ec800ce,"If a small flying animal picks up a string, where are they taking it?","A) bird's nest
B) park
C) guitar
D) kite
E) quark",A,"Егер кішкентай ұшатын жануар жіпті алып кетсе, олар оны қайда апарады?","A) құстың ұясы
B) саябақ
C) гитара
D) батпырауық
E) кварк",A,A
b231a732a3fdf0621391e7e385f8d651,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?","A) show appreciation
B) asking for
C) exchanging
D) say thank
E) smile",D,"Бала туған күніне көп сыйлықтар алып жатты, әкесі оған әрқайсысын ашқаннан кейін не істеу керектігін ескертті?","A) ризашылығын білдіру
B) сұрау
C) ауыстыру
D) рахмет айту
E) күлімдеу",D,D
42c46e28baf0fc617a07419286178c0a,You can find a monkey in what West African region on the Gulf of Guinea,"A) south american country
B) rain forest
C) pay debts
D) works
E) nigeria",E,Гвинея шығанағындағы Батыс Африка аймағында маймылды қайдан табуға болады?,"A) оңтүстік америкалық ел
B) тропикалық орман
C) қарыздарды төлеу
D) жұмыс істейді
E) нигерия",B,B
cbf3dd48b4d591fc872a53cd4b9dd3af,"The hostess was good at her job, she always had a smile when she would what?","A) group people
B) ready parlor for guests
C) welcome guests
D) work room
E) park",C,"Қожайын өз жұмысын жақсы істеді, ол әрқашан күлімсіреп тұратын, қашан не істейтін?","A) адамдарды топтастыру
B) қонақтарға арналған бөлмені дайындау
C) қонақтарды қарсы алу
D) бөлмеде жұмыс істеу
E) көлік қою",C,C
047c2d8c65d297b39aa42821c1ca76a9,"Nature can be good and bad for the person who walks, what are some things?","A) seeing bear
B) see beautiful views
C) get wet
D) getting lost
E) murdered by a landshark",B,"Табиғат жаяу жүретін адам үшін жақсы да, жаман да болуы мүмкін, қандай нәрселер бар?","A) аюды көру
B) әдемі көріністерді көру
C) су болу
D) адасу
E) жер акулаларының қолынан қаза табу",A,A
31bd05ba62a16ee35217224b98c6baea,What is a person likely to experience after they stop being married to a mean person?,"A) isolation
B) grief
C) happiness
D) relief
E) angry",C,Адам қатал адаммен некесін тоқтатқаннан кейін не сезінуі мүмкін?,"A) оқшаулану
B) қайғы
C) бақыт
D) жеңілдік
E) ашу",D,D
fa031cff8e11e75c68d6a99ef0e5ca3a,How can someone be let into a brownstone?,"A) brooklyn
B) ring
C) subdivision
D) bricks
E) new york city",B,Біреуді қоңыр тастан қалай кіргізуге болады?,"A) бруклин
B) қоңырау
C) бөлімше
D) кірпіштер
E) нью-йорк қаласы",B,B
7a900bc3a373806b6c56f0e19534005f,What would you do to a crime scene before asking a question?,"A) express information
B) touch everything
C) think
D) give clue
E) analyse",E,Сұрақ қоймас бұрын қылмыс орнында не істер едіңіз?,"A) ақпарат беру
B) бәріне қол тигізу
C) ойлану
D) айғақ беру
E) талдау",E,E
15556e26feaa5a8a29c9f30896e535d4,Where do you throw a ball at pins?,"A) bowling alley
B) football stadium
C) soccer field
D) sporting event
E) sporting goods store",A,Сіз допты кегельдерге қайда лақтырасыз?,"A) боулинг алаңы
B) футбол стадионы
C) футбол алаңы
D) спорттық шара
E) спорт тауарлары дүкені",A,A
7d7f7d7a8ae3b20ca9fc0da6efe467b4,"The man was going fishing instead of work, what is he seeking?","A) food
B) relaxation
C) killing
D) missing morning cartoons
E) boredom",B,"Ер адам жұмыс орнына балық аулауға барды, ол нені іздеп жүр?","A) тамақ
B) демалу
C) өлтіру
D) таңертеңгі мультфильмдерді өткізіп алу
E) зерігу",B,B
bcc5dd6292a64d8fa17cd07c360b335d,"The player lifted his cornet and walked in rhythm, what was the player a member of?","A) museum
B) high school band
C) marching band
D) orchestra
E) band",C,"Ойыншы корнетін көтеріп, ырғақпен жүрді, ойыншы қандай топтың мүшесі болды?","A) мұражай
B) орта мектеп тобы
C) марш тобы
D) оркестр
E) топ",C,C
e4976ee741cf4b28b8a42780ffb15774,What is made up of people?,"A) buildings
B) audience
C) apartment
D) classroom
E) falling down",B,Адамдардан не құралады?,"A) ғимараттар
B) көрермендер
C) пәтер
D) сынып
E) құлау",B,B
6b0bf501aa68b06ddc5ad72ac5ff68fc,"Though a mouse might prefer your house, you might also see him where?","A) tin
B) department store
C) garden
D) small hole
E) cupboard",C,"Тышқан сіздің үйіңізді ұнатуы мүмкін, бірақ сіз оны қайда көре аласыз?","A) қаңылтыр банка
B) әмбебап дүкен
C) бақша
D) кішкентай тесік
E) шкаф",D,D
952cf4b2f7a434b2eeae9f4c7ed89c0a,They were hoping their campaign would create a rise in awareness of the problem and hopefully do what to its effect?,"A) set
B) fall
C) park
D) descend
E) reduce",E,Олар өздерінің науқаны мәселенің хабардарлығын арттырады және оның әсерін не істейді деп үміттенді?,"A) орнату
B) құлау
C) қою
D) төмендеу
E) азайту",E,E
487cabfcd776d89748ee7e7bb681ad59,Why do young people swallow semen ?,"A) you're into
B) prostitute
C) you're curious
D) curiosity
E) heterosexual woman in love",C,Неліктен жастар шәуетті жұтады?,"A) сен қызығасың
B) жезөкше
C) сен қызығушылық танытасың
D) қызығушылық
E) ғашық гетеросексуал әйел",D,D
0e6a005eec5e6746f3facf4d608bfd8b,A story about World War II would be set when?,"A) book or library
B) book or magazine
C) newspaper
D) past
E) future",D,Екінші дүниежүзілік соғыс туралы әңгіме қашан орын алады?,"A) кітап немесе кітапхана
B) кітап немесе журнал
C) газет
D) өткен
E) болашақ",D,D
83dad4fe630fddbdcd5b18ef890c66f2,What is the likely result of buying products in excess?,"A) running out of money
B) spending money
C) poverty
D) comparison shopping
E) overstocking",E,Өнімдерді артық сатып алудың ықтимал нәтижесі қандай?,"A) ақшаның таусылуы
B) ақшаны жұмсау
C) кедейлік
D) салыстырмалы сауда
E) артық қор жинау",E,E
ec5a336080e37fbe95d72ad5f9c65ba7,If a person with mental illness stops treatment what will likely happen?,"A) managed
B) dancing
C) recur
D) effectively treated
E) cause suffering",C,"Психикалық ауруы бар адам емдеуді тоқтатса, не болуы мүмкін?","A) басқарылды
B) би билеу
C) қайталану
D) тиімді емделді
E) азап шегуіне себеп болу",C,C
d910859b9d1acae40456dbeaa8334bc0,"James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?","A) exhilaration
B) interactions
C) head injuries
D) death
E) having fun",C,"Джеймс футбол ойнап жүріп біреуге соғылды, және бұл бірінші рет емес. Ол көптеген ненің салдары туралы алаңдады?","A) қуаныш
B) өзара әрекеттесулер
C) бас жарақаттары
D) өлім
E) көңіл көтеру",C,C
e5ebbe0ea4097bb197ac525b49108362,what is printed with ink and distributed daily?,"A) fountain pen
B) squid
C) newspaper
D) book
E) printer",C,"күн сайын сиямен басылып, таратылатын не?","A) қалам
B) кальмар
C) газет
D) кітап
E) принтер",C,C
