text,label,text_kz,pred_translate_en,label_name
"Barrichello Wins Chinese Grand Prix SHANGHAI, China - Rubens Barrichello won the inaugural Chinese Grand Prix on Sunday, taking advantage of Formula One champion Michael Schumacher #39;s disastrous weekend and outlasting runner-up Jenson Button by just over a second.",1,"Баррикелло Қытай Гран-приін жеңіп алды

ШАҢХАЙ, Қытай - Рубенс Баррикелло жексенбі күні алғашқы Қытай Гран-приін жеңіп алды, Формула-1 чемпионы Михаэль Шумахердің сәтсіз демалыс күнін пайдаланып, екінші орын алған Дженсон Баттонды бір секундтан сәл астам уақытқа артта қалдырды.",Sports,Sports
"Clouds darken PeopleSoft conference SAN FRANCISCO -- PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s \$7.7 billion takeover bid looming larger than ever.",2,"Бұлттар PeopleSoft конференциясын қараңғылатады

САН-ФРАНЦИСКО -- PeopleSoft Inc. өзінің жыл сайынғы клиенттер конференциясында мерекелік атмосфера құруға тырысуда, бірақ осы аптадағы жиналыс бәсекелес Oracle Corp.-тың 7,7 миллиард долларлық сатып алу ұсынысы бұрынғыдан да үлкен болып көрінгендіктен, көбірек аза тұту рәсіміне ұқсас болуы мүмкін.",Business,Business
"Brazil Tops Spain for Men's Gold in Beach Volleyball  ATHENS (Reuters) - Ricardo Santos and Emanuel Rego beat  Spain's Javier Bosma and Pablo Herrera 21-16, 21-15 on  Wednesday to bag Brazil's first men's Olympic beach volleyball  gold medal.",1,"Бразилия ерлер арасындағы жағажай волейболынан алтын медальді Испаниядан тартып алды

АФИНА (Reuters) - Рикардо Сантос пен Эмануэль Рего сәрсенбі күні Испанияның Хавьер Босма мен Пабло Эррераны 21-16, 21-15 есебімен жеңіп, Бразилияға ерлер арасындағы Олимпиада жағажай волейболынан алғашқы алтын медальді алып берді.",Sports,Sports
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,3,Үндістан штаты сымсыз кең жолақты интернетті іске қосады Оңтүстік Үндістанның Керала штатындағы үкімет цифрлық алшақтықты жою бастамасы аясында сымсыз киоскілерді орнатты.,Sci/Tech,Sci/Tech
"Saints Revoke Waiver Claim on Derek Ross (AP) AP - One day after placing a waiver claim on troubled cornerback Derek Ross, the Saints did an about-face and released the former Ohio State standout after he missed a scheduled flight to New Orleans on Wednesday night.",1,"Әулиелер Дерек Россқа қатысты бас тарту талабын кері қайтарды (AP) AP - Мәселелі корнербек Дерек Россқа бас тарту талабын қойғаннан кейін бір күн өткен соң, Әулиелер сәрсенбі күні кешке Жаңа Орлеанға жоспарланған рейске кешіккеннен кейін бұрынғы Огайо штатының үздік ойыншысын босатты.",Sports,Sports
"UEFA bans Lazio stadium for fan misbehavior UEFA on Friday ordered Italian side Lazio to play its next European match behind closed doors as punishment for unruly fan behavior during a game last month against Partizan Belgrade, including racial taunts directed at Partizan #39;s ",1,"УЕФА жанкүйерлердің тәртіпсіздігі үшін Лацио стадионын жабады УЕФА жұма күні итальяндық Лацио командасына өткен айда Партизан Белградқа қарсы ойын кезінде жанкүйерлердің тәртіпсіз әрекеттері, соның ішінде Партизан ойыншыларына бағытталған нәсілшілдік мазақтары үшін келесі еуропалық матчты көрерменсіз өткізуге бұйрық берді.",Sports,Sports
Pakistan and India agree to cooperate on easing tensions and &lt;b&gt;...&lt;/b&gt; The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.,0,"Пәкістан мен Үндістан шиеленісті жеңілдету бойынша ынтымақтасуға келісті және &lt;b&gt;...&lt;/b&gt; Үндістан мен Пәкістанның көшбасшылары жұма күні өз елдері арасында ""қалыпты жағдай мен ынтымақтастықты қалпына келтіру"" және даулы Гималай аймағы Кашмирде бейбітшілік орнату үшін бірге жұмыс істеуге уәде берді.",World,World
"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.",3,"Марс газдары өмірдің қызықты белгілерін ашады. Ғарыш ғалымдарының айтуынша, Марста су буы мен метан газы бірдей жерлерде табылған, бұл Қызыл ғаламшардың микробтық өмір үшін қолайлы орын болуы мүмкін деген болжамды күшейтеді.",Sci/Tech,Sci/Tech
"NASA delays flight of X-43A scramjet to attempt Mach 10 LOS ANGELES NASA will try again today to fly an unmanned hypersonic jet designed to reach a record speed of Mach Ten, or seven-thousand-miles-per-hour.",3,"NASA X-43A скрамжеттің ұшуын кейінге қалдырды, Mach 10 жылдамдығына жетуге тырысады ЛОС-АНДЖЕЛЕС NASA бүгін қайтадан Mach Ten немесе сағатына жеті мың миль жылдамдыққа жетуге арналған пилотсыз гипердыбыстық ұшақты ұшыруға тырысады.",Sci/Tech,Sci/Tech
"Sharon cautious on reopening talks The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be  quot;a historic turning point in the Middle East quot;.",0,"Шарон келіссөздерді қайта бастауға сақтықпен қарайды Израиль премьер-министрі Ариэль Шарон кеше өзінің ұзақ уақыт бойы қарсыласы болған Ясир Арафаттың өлімі Таяу Шығыстағы ""тарихи бетбұрыс"" болуы мүмкін екенін айтты.",World,World
"Syracuse Guard Ruled Ineligible for Fall (AP) AP - Syracuse point guard Billy Edelin has been declared ineligible for the first semester of the academic year because he does not meet NCAA academic requirements, school officials said Tuesday.",1,"Сиракьюз қорғаушысы күзгі маусымға жарамсыз деп танылды (AP) AP - Сиракьюз университетінің қорғаушысы Билли Эделин оқу жылының бірінші семестріне академиялық талаптарға сәйкес келмегендіктен жарамсыз деп танылды, деп мәлімдеді мектеп өкілдері сейсенбі күні.",Sports,Sports
"Crunch Time for Biotech Companies Washington area biotech companies will face pivotal moments this year, finding out whether key products work before money dries up, fending off competition from bigger companies,  and, perhaps filing to go public.",2,"Биотехнологиялық компаниялар үшін шешуші уақыт

Вашингтон аймағындағы биотехнологиялық компаниялар биыл шешуші сәттерге тап болады, негізгі өнімдердің жұмыс істейтінін анықтап, қаржы таусылғанға дейін, ірі компаниялардан бәсекелестікті тойтарып, мүмкін, көпшілікке шығуға өтініш берумен айналысады.",Business,Business
"NL Wrap: Backe Pitches, Hits Astros to Win Over Reds Brandon Backe pitched seven innings and clubbed a two-run homer, the first of his major league career, to earn the Houston Astros an 11-5 triumph over the Cincinnati Reds in the National League Monday.",1,"NL Wrap: Баке Astros-ты Reds-ке қарсы жеңіске жеткізді

Брэндон Баке жеті иннинг бойы ойнап, өзінің үлкен лигадағы мансабындағы алғашқы екі ұпайлық хоумранды соғып, дүйсенбі күні Ұлттық лигада Хьюстон Астросқа Цинциннати Редске қарсы 11-5 есебімен жеңіс әкелді.",Sports,Sports
"MEPs threaten to sink commission over Buttiglione MEPs threatened last night to bring down the new European Commission before it even takes office, as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis.",0,"Еуропарламент депутаттары комиссияны Баттиглионе мәселесі бойынша құлатамыз деп қорқытты Еуропарламент депутаттары кеше кешке жаңа Еуропалық Комиссия қызметке кіріспей жатып-ақ оны құлатамыз деп қорқытты, себебі гомосексуализм туралы даулы пікірлерден туындаған жанжал бұрын-соңды болмаған дағдарысқа айналды.",World,World
Britain doing  quot;all we can quot; for hostage in Iraq Prime Minister Tony Blair has his government is doing all in its power to help a kidnapped Briton -- but he has avoided a public response to insurgents threatening to kill the man.,0,"Британия Ирактағы кепілге алынған адам үшін ""барлығын жасап жатыр"" Ұлыбритания премьер-министрі Тони Блэр оның үкіметі ұрланған британдыққа көмектесу үшін бар күшін салып жатқанын айтты -- бірақ ол бүлікшілердің адамды өлтіреміз деген қауіп-қатеріне жария түрде жауап беруден аулақ болды.",World,World
Prying Into FBI Activities The ACLU files Freedom of Information Act requests to find out why antiterrorism task forces have been monitoring activists. By Ryan Singel.,3,ФБР қызметіне араласу Американдық азаматтық бостандықтар одағы (ACLU) терроризмге қарсы топтардың белсенділерді неге бақылап жүргенін анықтау үшін Ақпарат бостандығы туралы заңға сәйкес сұраулар жіберді. Райан Сингел.,World,Sci/Tech
"Microsoft, Amazon to combine forces Individually theyve been unstoppable in their respective industries. Theyre both legends that have survived the dot com burst and came out winners.",3,"Microsoft пен Amazon күш біріктіреді. Жеке алғанда, олар өз салаларында тоқтаусыз болды. Олар екеуі де dot com дағдарысынан аман қалып, жеңімпаз болып шыққан аңыздар.",Business,Sci/Tech
"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",0,"Медициналық сақтандыру төлемдері рекордтық 17 пайызға өседі. ВАШИНГТОН - Келесі жылы дәрігерге бару үшін Medicare төлемдері айына рекордтық 11,60 долларға өседі. Буш әкімшілігі бұл өсім Medicare-дің күшейтілгенін көрсетеді десе, демократтар қарт адамдарға әділетсіз жүк түсіп жатқанын айтып шағымдануда...",Business,World
"Gone Phishing? Zastrossi writes  quot;According to the Anti-Phishing Working Group, phishing sites--the practice of making sites that look and act like popular sites such as banks in order to steal personal information from customers--rose from 543 sites in September to ",3,"Фишингке ұшырадыңыз ба? Застросси былай деп жазады: «Анти-Фишинг Жұмыс Тобының мәліметі бойынша, фишинг сайттары – клиенттердің жеке ақпаратын ұрлау мақсатында банктер сияқты танымал сайттарға ұқсас және солар сияқты әрекет ететін сайттарды жасау тәжірибесі – қыркүйек айында 543 сайттан ...»",Sci/Tech,Sci/Tech
"E-Mail And IM Get Closer ICQ, an IM service provider owned by America Online, and Mail2World Inc., a provider of messaging and collaboration services, this week revealed a free upgrade to the ICQmail service that ",3,"Электрондық пошта және IM жақындай түсуде ICQ, America Online компаниясына тиесілі IM қызметін жеткізуші, және Mail2World Inc., хабар алмасу және ынтымақтастық қызметтерін жеткізуші, осы аптада ICQmail қызметіне тегін жаңартуды ашты, ол",Sci/Tech,Sci/Tech
"Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred to a draw on Tuesday at the glitzy opening banquet of Web 2.0 conference here, as serial entrepreneur and reality TV show host Mark Cuban took the stage to talk about what #39;s next for the 10-year ",3,"Марк Кьюбан дот-комның қайта өрлеуі туралы репортердің жазбасын ұсынады

САН-ФРАНЦИСКО--Сейсенбі күні мұнда өткен Web 2.0 конференциясының жарқыраған ашылу банкетінде үміт пен цинизм тең түсті, себебі сериялық кәсіпкер және реалити-шоу жүргізушісі Марк Кьюбан сахнаға шығып, 10 жылдықтың келесі кезеңі туралы әңгімеледі.",Business,Sci/Tech
"Swimming: Phelps Wins Gold, Pulls Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won five gold  medals in the Olympic pool, said Friday he was pulling out of  Saturday's 4x100 meter medley relay final to give team mate Ian  Crocker the chance to swim.",1,"Жүзу: Фелпс алтын медаль жеңіп алды, эстафетадан бас тартты АФИНА (Рейтер) - Олимпиада бассейнінде бес алтын медаль жеңіп алған Майкл Фелпс жұма күні командаласы Иан Крокерге жүзу мүмкіндігін беру үшін сенбі күнгі 4x100 метрлік кешенді эстафета финалынан бас тартатынын айтты.",Sports,Sports
"Selig Welcomes Government Help In Steroids Scandal NEW YORK -- Baseball commissioner Bud Selig said Monday he would accept government intervention on steroid testing if the players #39; association refuses to change the current rules, which run for two more years.",1,"Селиг стероидтер жанжалында үкіметтің көмегін құптайды

НЬЮ-ЙОРК -- Бейсбол комиссары Бад Селиг дүйсенбі күні егер ойыншылар қауымдастығы қазіргі ережелерді өзгертуге келіспесе, үкіметтің стероидтерді тексеру бойынша араласуын қабылдайтынын айтты. Қазіргі ережелер тағы екі жылға созылады.",Sports,Sports
"UPDATE 3-Sonic, Asbury cut earnings estimates, stocks fall Shares of Sonic Automotive Inc. (SAH.N: Quote, Profile, Research) and Asbury Automotive Group Inc. (ABG.N: Quote, Profile, Research) fell sharply on Tuesday after both car dealership ",2,"Sonic және Asbury табыс болжамдарын төмендетті, акциялар құлдырады Sonic Automotive Inc. (SAH.N: Quote, Profile, Research) және Asbury Automotive Group Inc. (ABG.N: Quote, Profile, Research) компанияларының акциялары сейсенбі күні күрт төмендеді, өйткені екі автокөлік дилерлік компаниясы да табыс болжамдарын төмендетті.",Business,Business
"Opportunity Rings (Forbes.com) Forbes.com - This past summer 25,000 consumers, aged 18 to 24, received short text messages on their cell phones alerting them to numbers on 225 million bottle caps of Snapple iced tea, pink lemonade and the like. People holding a winning number, announced by text message and traditional media, landed overseas trips and walk-on parts on TV shows.",3,"Мүмкіндік қоңыраулары (Forbes.com) Forbes.com - Өткен жазда 18-ден 24 жасқа дейінгі 25,000 тұтынушы өздерінің ұялы телефондарында Snapple мұздатылған шайы, қызғылт лимонад және сол сияқты 225 миллион бөтелке қақпақтарындағы сандар туралы хабарлайтын қысқа мәтіндік хабарламалар алды. Жеңімпаз нөмірді ұстаған адамдар, мәтіндік хабарлама және дәстүрлі медиа арқылы жарияланған, шетелге сапарлар мен телешоуларда эпизодтық рөлдерге ие болды.",Business,Sci/Tech
"Angels Ascend to First-Place Tie With A's (AP) AP - For the first time in over three months, the Angels are back in first place.",1,Періште командасы A's командасымен бірінші орынға теңесті (AP) AP - Үш айдан астам уақыттан кейін алғаш рет Періште командасы қайтадан бірінші орынға шықты.,Sports,Sports
"Unctad optimistic on global FDI inflows The United Nations Conference on Trade and Development (Unctad) on Wednesday said that though global inflows of FDI fell in 2003 for the third year in a row to \$560 billion, prospects for the current year are promising.",2,"ЮНКТАД жаһандық ТШИ ағындарына қатысты оптимистік көзқараста БҰҰ Сауда және даму жөніндегі конференциясы (ЮНКТАД) сәрсенбі күні 2003 жылы жаһандық ТШИ ағындары қатарынан үшінші жылға \$560 миллиардқа дейін төмендегеніне қарамастан, ағымдағы жылға арналған болжамдар үмітті екенін айтты.",Business,Business
Microsoft Storms India Microsoft is making big news in India this week by expanding its Hyderabad campus and signing two lucrative deals in Asias fourth largest economy.,2,"Microsoft Үндістанды бағындыруда Microsoft осы аптада Үндістанда үлкен жаңалықтар жасап жатыр, себебі ол Хайдарабад кампусын кеңейтіп, Азияның төртінші ірі экономикасында екі табысты келісімшартқа қол қойды.",Business,Business
"China vows currency shift but mum on date Washington, Oct. 2: In the face of growing international pressure, Chinese officials told top US officials on Friday that they would continue to push ahead with plans to float or revalue their currency, but ",2,"Қытай валютаны өзгертуге уәде берді, бірақ мерзімі туралы айтпады Вашингтон, 2 қазан: Халықаралық қысымның күшеюіне байланысты Қытай шенеуніктері жұма күні АҚШ-тың жоғары лауазымды тұлғаларына өз валюталарын еркін айналымға жіберу немесе қайта бағалау жоспарларын жалғастыратынын айтты, бірақ",Business,Business
"Lights! Camera! Beckham! England #39;s most celebrated soccer player, David Beckham, has announced that he will undertake his first major acting role in a film trilogy called  #39;Goal!",1,Шамдар! Камера! Бекхэм! Англияның ең танымал футболшысы Дэвид Бекхэм өзінің алғашқы ірі актерлік рөлін «Goal!» деп аталатын фильм трилогиясында орындайтынын жариялады.,Sports,Sports
Stunt pilots to snag a falling NASA craft NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval ,3,"NASA-ның үш жылдық жұлдыз шаңын Жерге қайтару әрекеті 8 қыркүйекте драмалық финалға жетеді, онда Голливудтың тікұшақ ұшқыштары әуеде ұстап алуға тырысады.",Sci/Tech,Sci/Tech
"Chicago Bears Cut Bryan Robinson LAKE FOREST, Ill. -- Veteran defensive lineman Bryan Robinson (pictured) was among 21 players cut Sunday as the Chicago Bears pared their roster to 53.",1,"Чикаго Беарс Брайан Робинсонды құрамнан шығарды ЛЕЙК ФОРЕСТ, Иллинойс. -- Жексенбі күні Чикаго Беарс құрамын 53 ойыншыға дейін қысқартқан кезде, тәжірибелі қорғаныс шебінің ойыншысы Брайан Робинсон (суретте) құрамнан шығарылған 21 ойыншының қатарында болды.",Sports,Sports
"World briefs LONDON - A man wielding a machete and a knife attacked two security guards at the building housing the headquarters of the British domestic intelligence service MI5 on Friday, police said.",2,"Әлем жаңалықтары ЛОНДОН - Жұма күні британдық ішкі барлау қызметі MI5-тің штаб-пәтері орналасқан ғимаратта мачете мен пышақ ұстаған ер адам екі қауіпсіздік қызметкеріне шабуыл жасады, деп хабарлады полиция.",World,Business
"Deco keeps Barca flying high as Ronaldo rescues Real Brazilians bagged the plaudits in Spain #39;s La Liga on Saturday as Deco, Brazil-born but a naturalised Portuguese international, fired Barcelona five points clear of the pack with the only goal in a derby win over Espanyol.",1,"Деко Барсаны биікте ұстап тұр, ал Роналду Реалды құтқарады. Бразилиялықтар сенбі күні Испанияның Ла Лигасында мақтауларға ие болды, себебі Бразилияда туған, бірақ Португалияның натурализацияланған халықаралық ойыншысы Деко Барселонаны Эспаньолға қарсы дерби жеңісінде жалғыз голмен бес ұпай алға шығарды.",Sports,Sports
"Man Held in England in Cisco Code Theft (AP) AP - A 20-year-old man has been arrested in England in the theft of the proprietary software blueprints used by Cisco Systems Inc.'s networking equipment, police and the company confirmed.",3,"Англияда Cisco кодын ұрлаған адам ұсталды (AP) AP - 20 жастағы ер адам Англияда Cisco Systems Inc. компаниясының желілік жабдықтарында қолданылатын меншікті бағдарламалық жасақтама сызбаларын ұрлағаны үшін қамауға алынды, деп полиция мен компания растады.",Sci/Tech,Sci/Tech
"Storage, servers bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",3,"Сақтау құрылғылары мен серверлер HP компаниясының табыс жаңартуларына әсер етті. Бір жыл бұрынғы көрсеткіштермен салыстырғанда акцияға шаққандағы табыс өсті, бірақ компания сарапшылардың болжамдарын айтарлықтай ақтай алмады.",Business,Sci/Tech
"Midtier ERP Vendors Can Capitalize On Oracle Antitrust Verdict The door is open for Oracle to win its bid for PeopleSoft, and for midmarket ERP vendors to increase their business. By Elena Malykhina.",3,Орта деңгейлі ERP сатушылары Oracle-дың антимонополиялық шешімінен пайда көре алады Oracle-дың PeopleSoft-ты сатып алу ұсынысын жеңіп алуына және орта нарықтағы ERP сатушыларының өз бизнесін арттыруына мүмкіндік ашылды. Елена Малыхина.,Business,Sci/Tech
"USC #39;s Orgeron shows interest in Ole Miss job While the list has dwindled in the search to replace David Cutcliffe as the Ole Miss football coach, one name has risen to the top.",1,"USC-тің Оргероны Ole Miss жұмыс орнына қызығушылық танытады. Ole Miss футбол жаттықтырушысы Дэвид Катклифтің орнына іздеу тізімі азайғанымен, бір есім алдыңғы қатарға шықты.",Sports,Sports
"Sony, IBM, Toshiba Give Details of 'Cell' Chip (Reuters) Reuters - IBM , Sony Corp. (6758.T) and\Toshiba Corp. (6502.T) on Monday revealed their plans for the\powerful new ""Cell"" processor the three are jointly producing\to run next-generation computers, game consoles and\televisions.",2,"Sony, IBM, Toshiba «Cell» чипі туралы мәліметтерді жариялады (Reuters) Reuters - IBM, Sony Corp. (6758.T) және Toshiba Corp. (6502.T) дүйсенбі күні келесі буын компьютерлер, ойын консольдері және теледидарлар үшін бірлесіп шығаратын қуатты жаңа «Cell» процессорының жоспарларын жариялады.",Sci/Tech,Business
Hundreds trapped in Russia mine Five miners are killed by an explosion which leaves up to 240 trapped in a Siberian coal mine.,0,"Ресейдегі шахтада жүздеген адам қамалып қалды. Бес кенші жарылыс салдарынан қаза тауып, Сібірдегі көмір шахтасында 240-қа жуық адам қамалып қалды.",World,World
"Boston Secures Spot The Red Sox clinch a second straight trip to the playoffs, topping Tampa Bay, 7-3, Monday behind Manny Ramirez's 43rd homer.",1,"Бостон орнын қамтамасыз етті Ред Сокс дүйсенбі күні Мэнни Рамирестің 43-ші хоумранының арқасында Тампа Бэйді 7-3 есебімен жеңіп, қатарынан екінші рет плей-оффқа жолдама алды.",Sports,Sports
"Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. ",1,"Юкилис пен МакКарти 15 күндік жарақат алғандар тізіміне енгізілді БОСТОН -- Бұл Ред Сокс үшін медициналық жағынан тағы бір қарбалас күн болды, себебі сейсенбі күні кешке Блю Джейс командасына қарсы ойын алдында құрамдағы өзгерістер жарияланды.",Sports,Sports
"Soldiers' War Blogs Detail Life in Iraq Iraq war blogs are as varied as the soldiers who write them. Some sites feature practical news, war pictures and advice. Some are overtly political, with more slanting to the right than to the left. Some question the war, some cheer it.",3,"Солдаттардың соғыс блогтары Ирактағы өмірді сипаттайды Ирак соғысы блогтары оларды жазатын солдаттар сияқты әртүрлі. Кейбір сайттарда практикалық жаңалықтар, соғыс суреттері және кеңестер бар. Кейбіреулері ашық саяси сипатта, оң жаққа көбірек бейімделген, сол жаққа қарағанда. Кейбіреулері соғысты сұраққа алады, кейбіреулері оны қолдайды.",World,Sci/Tech
Davis Cup: Australia takes 2-0 lead in World Group playoff :Lleyton Hewitt gave Australia a 2-0 lead in its Davis Cup World Group playoff today with a record-setting 6-0 6-2 6-2 win over Mehdi Tahiri of Morocco on grass at Royal Kings Park.,1,"Дэвис Кубогы: Австралия Әлемдік топ плей-оффында 2-0 есебімен алда келеді: Ллейтон Хьюитт бүгін Австралияға Дэвис Кубогы Әлемдік топ плей-оффында 2-0 есебімен алға шығуға көмектесті, ол Мароккодан келген Мехди Тахириді Royal Kings Park шөп алаңында 6-0 6-2 6-2 есебімен рекордтық жеңіске жетті.",Sports,Sports
