review,sentiment,review_kz,predicted_kz
"My guess would be this was originally going to be at least two parts, and thus at least a quarter longer, because otherwise how can one explain its confused, abbreviated storyline. I was never completely lost, but I was often partially lost and usually unclear on character motivation. The movie feels as though joining plot points were dropped to squeeze it into its time slot.<br /><br />If it were longer, it might make more sense, but it still wouldn't be much good. The movie's most interesting idea is of the war between Zeus and Hera as being a war between the male and female, but the movie drops the ball on this, making Hera's followers fairly horrible while not being clear on what Zeus' followers do or believe. The movie is also interesting because you don't see the gods and there's no real certainty that they exist. So it's got a couple of intriguing ideas, but it doesn't do anything useful with them.<br /><br />Bad dialog, cardboard characters, and one interesting scene involving Hercules and his three antagonistic sons. Not unwatchable but also not worth watching.",negative,"Менің болжамым, бұл фильм бастапқыда кем дегенде екі бөлімнен тұруы керек еді, яғни кем дегенде төрттен бір бөлікке ұзақ болу керек еді, әйтпесе оның шатасқан, қысқартылған сюжетін қалай түсіндіруге болады. Мен мүлде адаспадым, бірақ көбінесе жартылай адастым және кейіпкерлердің мотивациясы туралы көбінесе түсініксіз болды. Фильмнің сюжет нүктелерін уақытқа сыйдыру үшін қысқартылған сияқты. Егер фильм ұзақ болса, ол мағыналырақ болар еді, бірақ әлі де көп пайдасы болмас еді. Фильмдегі ең қызықты идея – Зевс пен Гера арасындағы соғыс еркек пен әйел арасындағы соғыс ретінде қарастырылуы, бірақ фильм бұл идеяны дұрыс ашпайды, Гераның ізбасарларын өте жаман етіп көрсетеді, ал Зевстің ізбасарлары не істейтіні немесе неге сенетіні түсініксіз. Фильм сондай-ақ қызықты, өйткені құдайларды көрмейміз және олардың бар екендігіне нақты сенім жоқ. Сондықтан бірнеше қызықты идея бар, бірақ оларды ешқандай пайдалы түрде қолданбайды. Нашар диалог, қағаздай кейіпкерлер және Геркулес пен оның үш қарсылас ұлы қатысатын бір қызықты көрініс бар. Көрінбейтін фильм емес, бірақ көруге тұрарлық та емес.",negative
"Well, I like to watch bad horror B-Movies, cause I think it's interesting to see stupidity and unability of creators to shoot seriously good movie. (I always compare this movies to - for example - some Spielberg's works and again-and-again don't understand the huge difference in what I see.) I like Ed Wood's movies cause it's so inept it's very funny. But people!!! ""The Chilling"" is not funny and is not even ""interesting"". It's EXTREMELY BORING horror movie without ANYTHING what makes even bad movies watchable. There's no acting, no screenplay, no direction, no thrills and not even blood. It's extremely inept amateurish film. It's definitely the WORST movie I had ever seen (and I had seen a lot of ""worst movies"" - believe me). I warned you !!! 1/10",negative,"Мен нашар қорқынышты B-фильмдерді көруді ұнатамын, себебі жасаушылардың шынайы жақсы фильм түсіру қабілетсіздігі мен ақымақтығын көру қызықты деп ойлаймын. (Мен бұл фильмдерді әрдайым, мысалы, Спилбергтің кейбір туындыларымен салыстырамын да, көргенім мен олардың арасындағы үлкен айырмашылықты түсінбеймін.) Мен Эд Вудтың фильмдерін ұнатамын, өйткені олар соншалықты нашар, соншалықты күлкілі. Бірақ, адамдар!!! ""The Chilling"" күлкілі емес және тіпті қызықты да емес. Бұл - ештеңесі жоқ, өте жалықтыратын қорқынышты фильм. Онда актерлік шеберлік жоқ, сценарий жоқ, режиссура жоқ, толқулар жоқ, тіпті қан да жоқ. Бұл өте нашар, әуесқойлықпен жасалған фильм. Бұл мен көрген ең ЖАМАН фильм, (және мен көптеген ""ең жаман фильмдерді"" көргенмін - сеніңіз). Мен сіздерді ескерттім!!! 1/10",negative
"This IS the worst movie I have ever seen, as well as, the worst that I will probably EVER see. I see no need to rehash what all the others have said previously, just be forewarned...<br /><br />This IS NOT one of those bad movies you think you want to watch because you want to be able to make fun of it, its just plain BAD BAD BAD BAD BAD.<br /><br />This movie is the equivalent to having a ""pet rock"" as your friend. You wait and wait and wait and wait and wait and wait and wait and wait for something to happen. Unfortunately, it never does. At least with a pet rock you knew what you were getting into. Lion's Gate completely deceives on this bombshell... No...this is a disaster. After watching this film, you would swear George W. Bush had his hands all over the making of this film... yes its that idiotic.<br /><br />Stay away, unless of course you just want to watch the worst movie of all time. Its probably how Lion's Gate figured it would make some money off this piece of tripe.",negative,"Бұл мен көрген ең нашар фильм, сондай-ақ, мүмкін, өмірімде көретін ең нашар фильм де болар. Басқалардың айтқанын қайталаудың қажеті жоқ, тек ескертіп қояйын... Бұл сіз күлкіге айналдырғыңыз келетін нашар фильмдердің бірі емес, бұл жай ғана ӨТЕ ӨТЕ ӨТЕ ӨТЕ ӨТЕ НАШАР. Бұл фильм – «тас үй жануары» сияқты досыңыз бар дегенмен бірдей. Сіз күтесіз, күтесіз, күтесіз, бірақ ештеңе болмайды. Тас үй жануары кем дегенде неге тап болғаныңызды білесіз. Ал Lion's Gate бұл апатты фильммен толық алдайды... Жоқ... бұл апат. Фильмді көргеннен кейін, Джордж В. Буш осы фильмнің жасалуына тікелей араласқан деп сенесіз... иә, соншалықты ақымақтық. Жақындамаңыз, егер тек өмірдегі ең нашар фильмді көргіңіз келмесе. Мүмкін Lion's Gate осы қоқыстан ақша табуды осылай ойлаған шығар.",negative
"I have been a Mario fan for as long as I can remember, I have very fond memories of playing Super Mario World as a kid, this game has brought back many of those memories while adding something new. Super Mario Galaxy is the latest installment in the amazing Mario franchise. There is much very different about this game from any other Mario before it, while still keeping intact the greatest elements of Mario, the first noticeable difference is that the story takes place in space.<br /><br />The story begins much like any other Mario game, Mario receives a letter from Princess Peach inviting him to a celebration at her castle in the Mushroom Kingdom. Upon arriving at Peach's castle Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their airships. Bowser kidnaps Princess Peach and then lifts her castle up into space. In the midst of the castle being lifted into space Mario falls off and lands on an unknown planet. Mario is found by a talking star named Luma and is taken back to the Luma's home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has taken away the space station's Power Stars and scattered them across the universe, it is up to Mario to help the Lumas find them and save Peach, thus the adventure begins.<br /><br />The way you play the game is by flying from the space station to other galaxies, each galaxy consists of multiple planets that Mario travels amongst in levels via these shooting stars to retrieve the Power Stars. Mario can at many times walk all the way around planets without losing gravity, some planets are small and others are big, many planets are similar to classic Mario environments. The best thing about the game are the controls, all of the stuff like jumping and such is still the same, but the wiimote is used in many unique ways in this game. You shake the remote Mario will perform a spin that is used as the primary attack in the game, and it will as well activate the shooting stars. You can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment. Then there is the graphics, these are by far the best graphics on the Wii, it is just so hard to describe how great this game looks, you could probably almost say it looks as good as some 360 games.<br /><br />My only minor gripes is that the going upside down effect takes some getting used to, and also the story is pretty weak. The worst part is that you lose all of your lives when you turn off the game, no matter how many you had when you last quit you restart at 4 lives. Still these minor problems aside it's a superb game that is highly entertaining and is very challenging. This is the type of game that we've been waiting for on the Wii.<br /><br />A perfect 10 out of 10!",positive,"Мен Мариоға бала кезімнен бері жанкүйермін, Super Mario World ойнаған кездерімнің жылы естеліктері әлі де есімде. Бұл ойын сол естеліктерді қайта оятып, сонымен қатар жаңа нәрселерді ұсынады. Super Mario Galaxy – керемет Марио франшизасының соңғы бөлігі. Бұл ойын бұрынғы Марио ойындарынан мүлде өзгеше, бірақ Марионың ең үздік элементтері сақталған. Бірінші байқалатын айырмашылық – оқиға ғарышта өтеді. Оқиға басқа Марио ойындары сияқты басталады: Мариоға Пич ханшайымнан саңырауқұлақтар патшалығындағы сарайында өтетін мерекеге шақыру хаты келеді. Пичтің сарайына келгенде, Марио Бауэр мен оның ұлы (Бауэр Джуниор) әуе кемелерімен сарайға шабуыл жасап жатқанын көреді. Бауэр Пич ханшайымды ұрлап, оның сарайын ғарышқа көтереді. Сарай ғарышқа көтеріліп жатқанда, Марио құлап, белгісіз планетаға түседі. Марионы сөйлейтін жұлдыз Лума тауып, оны өзінің үйі – жүзетін ғарыш станциясына апарады. Мұнда Марио басқа Лумалармен және олардың жетекшісі, Розалина есімді әйелмен танысады. Розалина Мариоға Бауэр ғарыш станциясының Күш Жұлдыздарын алып, оларды ғаламға шашып тастағанын айтады. Марио Лумаларға оларды тауып, Пичті құтқаруға көмектесуі керек, осылайша шытырман оқиға басталады. Ойынды ойнау тәсілі – ғарыш станциясынан басқа галактикаларға ұшу. Әр галактика бірнеше планетадан тұрады, Марио осы планеталар арасында жұлдыздармен саяхаттап, Күш Жұлдыздарын жинайды. Марио кейде планетаның айналасын толықтай жүріп өтіп, гравитациядан айырылмайды. Кейбір планеталар кішігірім, кейбірі үлкен, көпшілігі классикалық Марио ортасына ұқсас. Ойынның ең жақсы жағы – басқару жүйесі. Қауіптен секіру сияқты әрекеттер бұрынғыдай, бірақ Wiimote-ты ерекше тәсілдерде қолдануға болады. Қашықтан басқару құралын шайқағанда, Марио айналып соққы жасайды, бұл негізгі шабуыл әдісі. Сондай-ақ, жұлдыздарды іске қосады. Қашықтан басқару құралын экранға бағыттап, көрсеткішпен жауларға немесе қоршаған ортадағы заттарға жұлдыз бөлшектерін атуға болады. Графикаға келсек, бұл Wii-дегі ең үздік графика. Ойынның көрінісін сөзбен жеткізу қиын, тіпті кейбір Xbox 360 ойындарымен салыстыруға болады. Менің кішкентай ғана шағымым – кейде ойынның төңкеріліп кетуі үйренуді талап етеді, әрі оқиға әлсіз. Ең жаманы – ойынды өшіргенде барлық өмірлеріңіз жоғалады, қанша өміріңіз болса да, қайта бастағанда 4 өмірден бастайсыз. Дегенмен, осы кішкентай кемшіліктерден басқа, бұл ойын өте қызықты әрі қиындыққа толы. Бұл Wii үшін көптен күткен ойын. Тамаша 10-нан 10!",positive
"This short film that inspired the soon-to-be full length feature - Spatula Madness - is a hilarious piece that contends against similar cartoons yielding multiple writers. The short film stars Edward the Spatula who after being fired from his job, joins in the fight against the evil spoons. This premise allows for some funny content near the beginning, but is barely present for the remainder of the feature. This film's 15-minute running time is absorbed by some odd-ball comedy and a small musical number. Unfortunately not much else lies below it. The plot that is set up doesn't really have time to show. But it's surely follows it plot better than many high-budget Hollywood films. This film is worth watching at least a few times. Take it for what it is, and don't expect a deep story.",positive,"Жақында толықметражды фильмге айналатын осы қысқа фильм – «Spatula Madness» – бірнеше сценаристтер қатысқан ұқсас мультфильмдермен бәсекелесетін күлкілі туынды. Қысқа фильмде басты рөлде Эдвард атты шпатель бар, ол жұмысынан қуылғаннан кейін зұлым қасықтарға қарсы күреске қосылады. Бұл сюжет басталуында күлкілі сәттерге мүмкіндік береді, бірақ фильмнің қалған бөлігінде бұл элементтер аз байқалады. Фильмнің 15 минуттық ұзақтығы кейбір оғаш комедия мен шағын музыкалық нөмірге арналады. Өкінішке орай, одан артық ештеңе жоқ. Қойылған сюжет толық ашылуға уақыт таппайды. Дегенмен, ол көптеген қымбат Голливуд фильмдерінен гөрі сюжетті жақсы ұстанады. Бұл фильмді бірнеше рет көруге тұрарлық. Оны сол күйінде қабылдаңыз және терең оқиға күтпеңіз.",positive
"Okay, last night, August 18th, 2004, I had the distinct displeasure of meeting Mr. Van Bebble at a showing of the film The Manson Family at the Three Penny in Chicago as part of the Chicago Underground Film Festival. Here's what I have to say about it. First of all, the film is an obvious rip off of every Kenneth Anger, Roman Polanski, Oliver Stone and Terry Gilliam movie I've ever seen. Second of all, in a short Q & A session after the show Mr. Van Bebble immediately stated that he never made any contact with the actual Manson Family members or Charlie himself, calling them liars and saying he wanted nothing to do with them, that the film was based on his (Van Bebble's) take on the trial having seen it all from his living room on TV and in the news (and I'm assuming from the Autobiography and the book Helter Skelter which were directly mimicked through the narrative). So I had second dibs on questions, I asked if he was trying to present the outsider, Mtv, sex drugs and rock 'n roll version and not necessarily the true story. This question obviously pissed off the by now sloshed director who started shouting ""f*** you, shut the f*** up, this is the truth! All those other movies are bullsh**!""<br /><br />Well anyway, I didn't even think about how ridiculous this was until the next day when I read the tagline for the film, ""You've heard the laws side of the story...now hear the story as it is told by the Manson Family."" Excuse me, if this guy has never even spoken to the family and considers them to be liars that he doesn't want to have anything to do with, how in God's name can he tell the story for them!? This is the most ridiculous statement I have ever heard! The film was obviously catered to the sex drugs and rock 'n roll audience that it had no trouble in attracting to the small, dimly lit theatre, and was even more obviously spawned by the sex drugs and rock 'n roll mind of a man who couldn't even watch his own film without getting up every ten minutes to go get more beer or to shout some sort of Rocky Horroresque call line to the actors on screen. This film accomplishes little more than warping the public's image of actual events (which helped shape the state of America and much of the world today) into some sort of Slasher/Comic Book/Porno/Rape fantasy dreamed up by an obviously shallow individual.<br /><br />The film was definitely very impressive to look at. The soundtrack was refreshing as it contained actual samples of Charlie's work with the Family off of his Lie album. The editing was nice and choppy to simulate the nauseating uncertainty of most modern music videos. All in all this film would have made a much better addition to the catalogues at Mtv than to the Underground Film Festival or for that matter the minds of any intellectual observers. I felt like I was at a midnight Rocky Horror viewing the way the audience was dressed and behaving (probably the best part of the experience). The cast was very good with the exception of Charlie who resembled some sort of stoned Dungeons and Dragons enthusiast more than the actual role he was portraying. The descriptions the film gave of him as full of energy, throwing ten things at you and being very physical about it all the while did not match at all the slow, lethargic, and chubby representation that was actually presented.<br /><br />All in all the film basically explains itself as Sadie (or maybe it was Linda) declares at the end, ""You can write a bunch of bullsh** books or make a bunch of bullsh** movies...etc. etc."" Case in point. Even the disclaimer ""Based on a True Story"" is a dead giveaway, signalling that somewhere beneath this psychedelic garbage heap lay the foundation of an actual story with content that will make and has made a difference in the world. All you have to do is a little bit of alchemy to separate the truth from the the crap, or actually, maybe you could just avoid it all together and go read a book instead.<br /><br />All I can say is this, when the film ended I got a free beer so I'm glad I went, but not so glad I spent fifteen dollars on my ticket to be told to shut the f*** up for asking the director a question. Peace.",negative,"Жарайды, кеше түнде, 2004 жылдың 18 тамызында, Чикагодағы Three Penny кинотеатрында Чикагоның Underground Film Festival аясында көрсетілген The Manson Family фильмінің көрсетілімі кезінде мен Ван Беббл мырзамен кездесу сәтсіздігіне ұшырадым. Осы туралы айтарым бар. Біріншіден, бұл фильм мен көрген барлық Кеннет Энджер, Роман Полански, Оливер Стоун және Терри Гиллиам фильмдерінің айқын көшірмесі. Екіншіден, көрсетілімнен кейінгі қысқа сұрақ-жауап сессиясында Ван Беббл мырза нақты Мэнсон отбасының мүшелерімен немесе Чарлимен ешқашан байланысқа түспегенін, оларды өтірікші деп атағанын және олармен ешқандай қатысы болғысы келмейтінін айтты. Фильм оның (Ван Бебблдің) сот процесіне өзінің тұрмыстық теледидар мен жаңалықтардан көрген көзқарасына негізделген екен (және менің ойымша, автобиография мен Helter Skelter кітабынан алынған сюжет арқылы). Мен сұрақ қоюға екінші болып кезек алдым, сонда мен оның шын оқиға емес, сырттан қараған MTV, секс, есірткі және рок-н-ролл нұсқасын ұсынғысы келе ме деп сұрадым. Бұл сұрақ, әрине, қазірдің өзінде мас болған режиссерді ашуландырды, ол айқайлап: «Тұра тұрыңыз, тыйым салыңыз, бұл шындық! Басқа фильмдердің бәрі өтірік!» деді. Дегенмен, мен бұл күлкілі жағдайды келесі күні фильмнің ұраны «Сіз заңның жағын естідіңіз... енді Мэнсон отбасының айтқан әңгімесін тыңдаңыз» дегенді оқығанша ойламаппын. Егер бұл адам отбасы мүшелерімен ешқашан сөйлеспеген болса және оларды өтірікші деп санаса, олармен байланысқысы келмесе, онда ол қалай олардың атынан әңгіме айта алады? Бұл мен естіген ең күлкілі мәлімдеме! Фильм айқын түрде секс, есірткі және рок-н-ролл аудиториясына бағытталған, ол кішкентай, жарығы аз кинотеатрға көп адамды тартты, әрі бұл фильмнің авторы өз фильмін он минут сайын аралап барып сыра алып келмейінше немесе экрандағы актерлерге Рокки Хоррор стиліндегі шақырулар айтпайынша көре алмайтын секс, есірткі және рок-н-ролл ойлауымен туындағаны да анық. Бұл фильм нақты оқиғалардың (олар Америка мен әлемнің бүгінгі жағдайын қалыптастырды) қоғамдық бейнесін бұрмалап, оны Slasher/Comic Book/Porno/Rape фантазиясына айналдырады, бұл – айқын түрде тереңдігі жоқ адамның арманы. Фильмнің көрінісі шынымен әсерлі болды. Саундтрек шынайы болды, өйткені онда Чарлидің Lie альбомынан отбасымен бірге жасаған жұмыстарының үлгілері болды. Монтаж да жақсы, кескіндер кесек-кесек, қазіргі заманғы музыкалық бейнелердің жүрексіз белгісіздігін сездіру үшін жасалған. Жалпы, бұл фильм MTV каталогына әлдеқайда лайық еді, Underground Film Festival-ге немесе кез келген интеллектуалды көрерменнің назарына емес. Көрермендердің киімі мен мінез-құлқы мені түнгі Рокки Хоррор көрсетіліміне қатысып жатқандай сездірді (мүмкін бұл тәжірибенің ең жақсы бөлігі болды). Актерлер жақсы ойнады, тек Чарли ғана шын рөлін емес, есірткіге мас Dungeons and Dragons жанкүйеріндей көрінді. Фильмдегі оның энергияға толы, сізге он түрлі нәрсе лақтырып, өте физикалық адам ретінде сипаттамасы оның баяу, жалқау және семіз бейнесімен мүлде сәйкес келмеді. Жалпы алғанда, фильм өз-өзін түсіндіреді, соңында Сэди (немесе Линда) былай дейді: «Сіз көп өтірік кітаптар жазып, көп өтірік фильмдер жасай аласыз... және тағы басқалар». Мысал ретінде. Тіпті «Нақты оқиғаға негізделген» деген ескерту де айқын белгі, бұл психоделикалық қоқыс астында шын оқиғаның негізі жатқанын және оның мазмұны әлемге әсер еткенін білдіреді. Шындықты өтіріктен ажырату үшін аздап алхимия жасау керек, немесе мүлде айналып өтіп, кітап оқыған дұрыс шығар. Айтарым, фильм аяқталған соң маған тегін сыра берді, сондықтан барғаныма қуаныштымын, бірақ режиссерге сұрақ қойғаным үшін «тыныш бол» деп айтқанына он бес доллар билетке өкінішім бар. Тыныштық.",negative
"I bought this game on an impulse buy from walmart. I am glad I did. It was very entertaining listening to Sean Connery and playing the game. I thought the graphics were the best I have ever seen in a movie/game remake. The bonus levels were very hard! The sniper one I think was too hard, it made me so frustrated I didn't play the game for a week and a half. There were too many people shooting at you with nothing to hide behind or life to handle it. <br /><br />The only thing I might change was the upgrade system. I didn't notice any difference from un-upgraded equipment to the upgraded, such as buying an armor upgrade didn't seem to make the armor stronger or more filling on my life meter. I really liked the Q copter. I think the developers did a good job.",positive,"Мен бұл ойынды Walmart-тан сәтті сәтте сатып алдым. Бұл шешіміме қуаныштымын. Шон Коннери дыбысын тыңдап, ойынды ойнау өте қызықты болды. Графикасы мен көрген фильмдер мен ойындардың қайта жасалуының ішіндегі ең үздігі деп ойлаймын. Бонус деңгейлері өте қиын болды! Мысалы, снайпер деңгейі тым қиын болды, сондықтан мен бір жарым апта бойы ойнағым келмеді. Сенің артында жасырынатын немесе өміріңді сақтайтын ештеңе жоқ кезде көп адам саған атып жатты. Жалғыз өзгертер едім — жаңарту жүйесі. Жаңартылмаған жабдық пен жаңартылған жабдық арасында ешқандай айырмашылық байқалмады, мысалы, броньды жаңарту сатып алу броньды мықтырақ немесе өмірлік көрсеткішімді толығырақ етпеді. Q-коптерді қатты ұнаттым. Дамытушылар жақсы жұмыс істеген деп ойлаймын.",positive
"No, this hilariously horrible 70's made-for-TV horror clinker isn't about a deadly demonically possessed dessert cake. Still, this exceptionally awful, yet undeniably amusing and thus enjoyable cathode ray refuse reaches a breathtaking apex of absolute, unremitting silliness and atrociousness that's quite tasty in a so-execrable-it's-downright-awesome sort of way. Richard Crenna, looking haggard and possibly inebriated, and Yvette Mimieux, who acts as if she never got over the brutal rape she endured in ""Jackson County Jail,"" sluggishly portray a disgustingly nice and respectable suburbanite couple whose quaint, dull, sleepy small town existence gets ripped asunder when the cute German Shepard they take in as the family pet turns out to be some ancient lethal evil spirit. Pretty soon Mimieux and her two repellently cutesy kids Kim Richards and Ike Eisenmann (the psychic alien moppets from the Disney ""Witch Mountain"" pictures) are worshiping a crude crayon drawing of the nasty, ugly canine entity in the den. Boy, now doesn't that sound really scary and disturbing? Well, scary and disturbing this laughably ludicrous claptrap sure ain't, but it sure is funny, thanks to Curtis (""Night Tide"") Harrington's hopelessly weak direction, cartoonish (not so) special effects, an almost painfully risible'n'ridiculous plot, and a game cast that struggles valiantly with the absurd story (besides the leads, both Martine Beswicke and R.G. Armstrong briefly pop up as members of a Satanic cult and Victor Jory has a nice cameo as a helpful Native American shaman). Favorite scene: the malicious Mephestophelion mutt puts the whammy on Crenna, practically forcing him to stick his hand into a wildly spinning lawnmower blade. While stuck-up snobby fright film fans may hold their noses at the perfectly putrid stench of this admittedly smelly schlock, devout TV trash lovers should deem this endearingly abominable offal the boob tube equivalent to Alpo.",positive,"Жоқ, бұл күлкілі әрі қорқынышты 70-ші жылдардағы теледидарға арналған қорқынышты фильм өлімге душар болған дьяволдық күшпен иеленген десерт торт туралы емес. Дегенмен, бұл ерекше нашар, бірақ сөзсіз көңілді әрі сондықтан да ләззат алуға болатын катодтық сәуле қалдығы абсолютті, тоқтаусыз ақымақтық пен қорқыныштың таңғажайып шыңына жетеді, ол өзіне тән жамандықпен керемет дәмді. Ричард Кренна, шаршаңқы әрі мүмкін ішімдік ішкендей көрінетін, және Иветт Мимиё, «Джексон Каунти түрмесінде» басынан өткерген қатал зорлықты ешқашан ұмытпағандай ойнайтын, баяу әрі жағымсыз әдемі әрі құрметті қала маңындағы жұпты сомдайды. Олардың тыныш, ұйқыдағы шағын қалашығындағы өмірі, отбасы үй жануары ретінде алған сүйкімді неміс шепарды ежелгі өлімге әкелетін зұлым рух болып шыққанда, бірден бұзылады. Жақында Мимиё мен оның екі ұнамсыз тәтті баласы Ким Ричардс пен Айк Айзенманн (Диснейдің «Витч Маунтин» фильмдеріндегі психикалық бөтен балалар) залдағы жаман, ұсқынсыз иттің қарапайым балауыз суретіне табына бастайды. Ой, бұл шынымен қорқынышты әрі алаңдатарлық емес пе? Иә, бұл күлкілі әрі абсурдті әңгіме қорқынышты да алаңдатарлық та емес, бірақ Куртис («Найт Тайд») Харрингтонның үмітсіз әлсіз режиссерлігі, мультфильмдік (бірақ мүлде емес) арнайы эффектілері, ауыр күлкілі әрі ақымақ сюжеті және абсурдті оқиғаға батыл күресетін актерлік құрамының арқасында өте көңілді. Бас кейіпкерлерден бөлек, Мартин Бесвик пен Р.Г. Армстронг сәт сайын Сатаналық культ мүшелері ретінде пайда болады, ал Виктор Джори пайдалы жергілікті американдық шаман рөлінде жақсы камео жасайды. Ұнаған көрініс: зұлым Мефестофелион ит Креннаға сиқырлы әсер етеді, оны жабайы айналып тұрған газон шапқыш пышағына қолын салуға мәжбүрлейді. Қорқынышты фильм жанкүйерлері бұл айқын жағымсыз иісті нашар фильмге мұрнын бұрса да, адал теледидар қалдықтарын сүйетіндер бұл сүйкімді жаман фильмді теледидардағы Алпоға теңейді.",positive
"It is easy to tell early in this movie exactly what will happen, and who will die. It is about 4 women and a man who on a vacation. This was made during the end of the ultra Nazi seventies, when blonde women were supposedly ultra American survivors and brunettes were all deserving of death.<br /><br />This movie, like the others of that era, contrives to bring this about, and the viewer knows this. There is no mystery or suspense. The people squabble, but everything is so predictable for the prejudices of the time, it is laughable.<br /><br />The five people happen upon two savage young characters, and go nuts. Everyone is nuts, so that the director-writer team can justify their Nazi propaganda.<br /><br />For some reason, the guy is attracted to the blonde, who is really not much to look at, and ignores a super hot looking brunette that any heterosexual man would go nuts over. One must remember that in the seventies, movies were meant to appeal to women and not men.<br /><br />Totally crap and totally depressing.",negative,"Бұл фильмнің басында не болатынын және кімнің өлетінін оңай болжауға болады. Бұл төрт әйел мен бір ер адамның демалыста болғаны туралы. Фильм ультра нацистік жетпісінші жылдардың соңында түсірілген, сол кезде аққұба әйелдер ультра американдық тірі қалғандар ретінде қарастырылып, қоңыр шашты әйелдер өлуге лайық деп есептелген. Бұл фильм сол дәуірдегі басқа фильмдер сияқты осыны жүзеге асыруға тырысады, және көрермен бұл туралы біледі. Құпия немесе кернеу жоқ. Адамдар жанжалдасады, бірақ бәрі сол кездегі алдын-ала қалыптасқан пікірлерге сәйкес соншалық predictable, күлкілі. Бес адам екі жабайы жас кейіпкерге тап болады да, есінен танғандай болады. Барлығы есінен танған, сондықтан режиссер-жазушы тобы өздерінің нацистік пропагандаларын ақтай алады. Қалай болғанда да, жігіт аққұбаға тартылады, ол шын мәнінде аса әдемі емес, ал кез келген гетеросексуал ер адам есінен танатын өте әдемі қоңыр шаштыны елемейді. Еске алу керек, жетпісінші жылдары фильмдер әйелдерге арналған, ерлерге емес. Толығымен ақымақтық және толығымен көңілсіз.",negative
"Marion Davies stars in this remarkable comedy ""Show People"" released by MGM in 1928. Davies plays a hick from Savannah, Georgia, who arrives in Hollywood with her father (Dell Henderson). The jalopy they arrive in is a hoot - as is Davies outrageous southern costume. Davies lands a job in slapstick comedy, not what she wants, but it brings her success. She meets fellow slapstick star William Haines, who is immediately smitten with her. Well, Davies then gets a job at a more prestigious studio (""High Art Studios"") and lands a job in stuffy period pieces. A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is. Marion Davies is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a ""serious"" actress. William Haines is his usual wonderful comedic self, and there are cameos by Charles Chaplin, John Gilbert, and other famous stars of the day, including the director of the film, King Vidor. This is a silent film with a few ""sound effects"" as sound pictures were just coming into their own. A treasure of a film.",positive,"Марион Дэвис 1928 жылы MGM компаниясы шығарған осы керемет комедияда «Show People» басты рөлді сомдайды. Дэвис Джорджияның Саванна қаласынан келген қарапайым қызды ойнайды, ол әкесімен (Делл Хендерсон) бірге Голливудқа келеді. Олардың келген көлігі күлкілі, сондай-ақ Дэвистің ерекше оңтүстік киімі де көңілді. Дэвис сәтсіздікке ұшыраған комедияда жұмыс табады, ол қалаған нәрсе емес, бірақ бұл оған табыс әкеледі. Ол сәтсіздікке ұшыраған комедия жұлдызы Уильям Хейнеспен танысады, ол дереу оған ғашық болады. Кейін Дэвис беделді студияда («High Art Studios») жұмысқа тұрып, салмақты тарихи драмаларға түседі. Әдемі, бірақ жалған актер (Андре Телефэр) оған типтік пысық Голливуд жұлдызы болудың қыр-сырын үйретеді. Дэвис сәтсіздікке ұшыраған досы мен әкесін тастап, жақсы өмірге бет бұрады, бірақ, әрине, бұл оның шынайы өзі еместігін түсінеді. Марион Дэвис бүкіл фильм бойы керемет, ол «серьезный» актрисадан талап етілетін эмоциялардың барлығын шеберлікпен көрсетеді. Уильям Хейнс өзінің әдеттегі тамаша комедиялық образында, ал Чарльз Чаплин, Джон Гилберт және сол кездегі басқа да атақты жұлдыздар, соның ішінде фильмнің режиссері Кинг Видор да эпизодтық рөлдерде көрінеді. Бұл фильм дыбыс эффектілері бар немой фильм, себебі дыбысты фильмдер әлі жаңа ғана танылып келе жатқан кезі. Бұл – нағыз қазына іспетті фильм.",positive
"The performance of every actor and actress (in the film) are excellently NATURAL which is what movie acting should be; and the directing skill is so brilliantly handled on every details that I am never tired of seeing it over and over again. However, I am rather surprised to see that this film is not included in some of the actors' and director, Attenborough's credits that puzzles me: aren't they proud of making a claim that they have made such excellent, long lasting film for the audience? I am hoping I would get some answers to my puzzles from some one (possibly one of the ""knowledgeable"" personnel (insider) of the film.",positive,"Фильмдегі әрбір актер мен актрисаның ойыны керемет табиғи, бұл кино өнерінің болуы тиіс негізгі қасиеті; ал режиссерлік шеберлік әрбір детальға соншалықты шеберлікпен қаралған, мен оны қайта-қайта көргеннен жалықпаймын. Дегенмен, мені таңғалдырғаны – бұл фильм кейбір актерлер мен режиссер Аттенбороның шығармашылық тізімінде жоқ болуы, бұл мені түсінбестікке қалдырады: олар осындай тамаша, ұзаққа созылатын фильм жасағандарын мақтан тұтпай ма? Мен бұл сұрақтарыма фильмнің ""білікті"" қызметкерлерінің бірінен жауап алғым келеді деп үміттенемін.",positive
