id,title,context,question,answers,gold_answer,pred_en_basic
57280757ff5b5019007d9b42,Doctor_Who,"Producers introduced the concept of regeneration to permit the recasting of the main character. This was first prompted by original star William Hartnell's poor health. The actual term ""regeneration"" was not initially conceived of until the Doctor's third on-screen regeneration however; Hartnell's Doctor had merely described undergoing a ""renewal,"" and the Second Doctor underwent a ""change of appearance"".[citation needed] The device has allowed for the recasting of the actor various times in the show's history, as well as the depiction of alternative Doctors either from the Doctor's relative past or future.[citation needed]",What term is used to explain a change in the appearance of Doctor Who?,"{'text': ['regeneration', 'regeneration', 'renewal'], 'answer_start': [36, 186, 341]}",regeneration,"""regeneration"""
5725f07f89a1e219009ac0be,Apollo_program,"In 2008, Japan Aerospace Exploration Agency's SELENE probe observed evidence of the halo surrounding the Apollo 15 Lunar Module blast crater while orbiting above the lunar surface. In 2009, NASA's robotic Lunar Reconnaissance Orbiter, while orbiting 50 kilometers (31 mi) above the Moon, began photographing the remnants of the Apollo program left on the lunar surface, and photographed each site where manned Apollo flights landed. All of the U. S. flags left on the Moon during the Apollo missions were found to still be standing, with the exception of the one left during the Apollo 11 mission, which was blown over during that mission's lift-off from the lunar surface and return to the mission Command Module in lunar orbit; the degree to which these flags retain their original colors remains unknown.",Which NASA orbiter photographed evidence of each site on the moon that a manned Apollo mission landing occurred?,"{'text': ['Lunar Reconnaissance Orbiter', ""Japan Aerospace Exploration Agency's SELENE"", 'Reconnaissance Orbiter', 'robotic Lunar Reconnaissance Orbiter', 'Lunar Reconnaissance Orbiter'], 'answer_start': [205, 9, 211, 197, 205]}",Lunar Reconnaissance Orbiter,Lunar Reconnaissance Orbiter
57339c16d058e614000b5ec7,Warsaw,"Nearby, in Ogród Saski (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Momus, Warsaw's first literary cabaret, and Leon Schiller's musical theatre Melodram. The Wojciech Bogusławski Theatre (1922–26), was the best example of ""Polish monumental theatre"". From the mid-1930s, the Great Theatre building housed the Upati Institute of Dramatic Arts – the first state-run academy of dramatic art, with an acting department and a stage directing department.",How long was the Summer Theatre in operation?,"{'text': ['1870 to 1939', '1870 to 1939', '1870 to 1939'], 'answer_start': [84, 84, 84]}",1870 to 1939,1870 to 1939
5730afed069b531400832262,United_Methodist_Church,"Sanctifying Grace is that grace of God which sustains the believers in the journey toward Christian Perfection: a genuine love of God with heart, soul, mind, and strength, and a genuine love of our neighbors as ourselves. Sanctifying grace enables us to respond to God by leading a Spirit-filled and Christ-like life aimed toward love. Wesley never claimed this state of perfection for himself but instead insisted the attainment of perfection was possible for all Christians. Here the English Reformer parted company with both Luther and Calvin, who denied that a man would ever reach a state in this life in which he could not fall into sin. Such a man can lose all inclination to evil and can gain perfection in this life.","What is a genuine love of God with heart, soul and mind?","{'text': ['Christian Perfection', 'Christian Perfection', 'Christian Perfection'], 'answer_start': [90, 90, 90]}",Christian Perfection,Christian Perfection
57296f85af94a219006aa404,Chloroplast,"The chloroplasts of some hornworts and algae contain structures called pyrenoids. They are not found in higher plants. Pyrenoids are roughly spherical and highly refractive bodies which are a site of starch accumulation in plants that contain them. They consist of a matrix opaque to electrons, surrounded by two hemispherical starch plates. The starch is accumulated as the pyrenoids mature. In algae with carbon concentrating mechanisms, the enzyme rubisco is found in the pyrenoids. Starch can also accumulate around the pyrenoids when CO2 is scarce. Pyrenoids can divide to form new pyrenoids, or be produced ""de novo"".",What shape are pyrenoids?,"{'text': ['roughly spherical', 'roughly spherical', 'spherical'], 'answer_start': [133, 133, 141]}",roughly spherical,roughly spherical
56de49564396321400ee277a,Normans,"Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa. Their troops were gathered in Normandy, Gascony and were later reinforced by Castilian colonists.",What continent are the Canarian Islands off the coast of?,"{'text': ['Africa', 'Africa', 'Africa'], 'answer_start': [219, 219, 219]}",Africa,Africa
57265aaf5951b619008f706e,Ctenophora,"The Lobata have a pair of lobes, which are muscular, cuplike extensions of the body that project beyond the mouth. Their inconspicuous tentacles originate from the corners of the mouth, running in convoluted grooves and spreading out over the inner surface of the lobes (rather than trailing far behind, as in the Cydippida). Between the lobes on either side of the mouth, many species of lobates have four auricles, gelatinous projections edged with cilia that produce water currents that help direct microscopic prey toward the mouth. This combination of structures enables lobates to feed continuously on suspended planktonic prey.",What do the auricles do?,"{'text': ['help direct microscopic prey toward the mouth', 'produce water currents that help direct microscopic prey toward the mouth', 'produce water currents that help direct microscopic prey toward the mouth'], 'answer_start': [490, 462, 462]}",help direct microscopic prey toward the mouth,Produce water currents
5726a7ecf1498d1400e8e656,European_Union_law,"Today, the Treaty of Lisbon prohibits anti-competitive agreements in Article 101(1), including price fixing. According to Article 101(2) any such agreements are automatically void. Article 101(3) establishes exemptions, if the collusion is for distributional or technological innovation, gives consumers a ""fair share"" of the benefit and does not include unreasonable restraints that risk eliminating competition anywhere (or compliant with the general principle of European Union law of proportionality). Article 102 prohibits the abuse of dominant position, such as price discrimination and exclusive dealing. Article 102 allows the European Council to regulations to govern mergers between firms (the current regulation is the Regulation 139/2004/EC). The general test is whether a concentration (i.e. merger or acquisition) with a community dimension (i.e. affects a number of EU member states) might significantly impede effective competition. Articles 106 and 107 provide that member state's right to deliver public services may not be obstructed, but that otherwise public enterprises must adhere to the same competition principles as companies. Article 107 lays down a general rule that the state may not aid or subsidise private parties in distortion of free competition and provides exemptions for charities, regional development objectives and in the event of a natural disaster.",Which articles state that the member states' rights to deliver public services may not be obstructed?,"{'text': ['Articles 106 and 107', 'Articles 106 and 107', 'Articles 106 and 107'], 'answer_start': [949, 949, 949]}",Articles 106 and 107,Articles 106 and 107
57332f81d058e614000b5779,Warsaw,"After World War II, under a Communist regime set up by the conquering Soviets, the ""Bricks for Warsaw"" campaign was initiated, and large prefabricated housing projects were erected in Warsaw to address the housing shortage, along with other typical buildings of an Eastern Bloc city, such as the Palace of Culture and Science, a gift from the Soviet Union. The city resumed its role as the capital of Poland and the country's centre of political and economic life. Many of the historic streets, buildings, and churches were restored to their original form. In 1980, Warsaw's historic Old Town was inscribed onto UNESCO's World Heritage list.",What building was a gift from the Soviet Union?,"{'text': ['Palace of Culture and Science', 'Palace of Culture and Science', 'Palace of Culture and Science'], 'answer_start': [296, 296, 296]}",Palace of Culture and Science,Palace of Culture and Science
5726e773f1498d1400e8ef6a,American_Broadcasting_Company,"Sports programming is also provided on some weekend afternoons at any time from 12:00 to 6:00 p.m. Eastern Time (9:00 a.m. to 3:00 p.m. Pacific) and, during college football season, during prime time on Saturday nights as part of the Saturday Night Football package. Due to the erratic and (outside of college football season) highly inconsistent scheduling of sports programming on weekend afternoons since ESPN took over responsibilities for ABC's sports division in 2006, ABC carries the ESPN Sports Saturday block on Saturday late afternoons (featuring various ESPN-produced documentaries), and on Sundays either encores of primetime reality series, cancelled series being burned off that had no room on the primetime schedule, occasional theatrical films which were acquired by the network in the early to mid-2000s that no longer have a primetime slot to air in or more recently, figure skating and gymnastics specials supplied by Disson Skating, when no sports telecasts are scheduled, usually airing between 4:00 and 6:00 p.m. Eastern and Pacific Time. During the summer, ABC airs ESPN-produced highlight compilation programs for The Open Championship golf and The Wimbledon tennis tournaments to provide some presence for both events on American broadcast television. ABC also carries various X Games weekend events not broadcast by ESPN. ABC airs NBA games on Sundays, normally starting in January as ""NBA Sunday Showcase"" during the regular season, and shows Christmas Day games, regularly between 2–7 PM ET, and NBA playoff games during the weekends, and exclusive rights to the NBA Finals.",For what league does ABC broadcast games on Christmas day?,"{'text': ['NBA', 'NBA', 'NBA'], 'answer_start': [1357, 1412, 1412]}",NBA,NBA
572683075951b619008f7513,Ctenophora,"Almost all species are hermaphrodites, in other words they function as both males and females at the same time – except that in two species of the genus Ocryopsis individuals remain of the same single sex all their lives. The gonads are located in the parts of the internal canal network under the comb rows, and eggs and sperm are released via pores in the epidermis. Fertilization is external in most species, but platyctenids use internal fertilization and keep the eggs in brood chambers until they hatch. Self-fertilization has occasionally been seen in species of the genus Mnemiopsis, and it is thought that most of the hermaphroditic species are self-fertile.",How are eggs and sperm released?,"{'text': ['via pores in the epidermis', 'pores in the epidermis', 'via pores in the epidermis'], 'answer_start': [341, 345, 341]}",via pores in the epidermis,via pores in the epidermis
5730bc308ab72b1400f9c73f,Imperialism,"The Ottoman Empire was an imperial state that lasted from 1299 to 1923. During the 16th and 17th centuries, in particular at the height of its power under the reign of Suleiman the Magnificent, the Ottoman Empire was a powerful multinational, multilingual empire controlling much of Southeast Europe, Western Asia, the Caucasus, North Africa, and the Horn of Africa. At the beginning of the 17th century the empire contained 32 provinces and numerous vassal states. Some of these were later absorbed into the empire, while others were granted various types of autonomy during the course of centuries.","The Ottoman empire controlled territory on three continents, Africa, Asia and which other?","{'text': ['Europe', 'Europe', 'Europe', 'Europe', 'Europe'], 'answer_start': [293, 293, 293, 293, 293]}",Europe,Europe
56f8907faef23719006261b5,Martin_Luther,"Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach. The Swiss cities, however, did not sign these agreements.",Which group did not agree to sign these agreements?,"{'text': ['The Swiss cities', 'Swiss cities', 'The Swiss cities'], 'answer_start': [314, 318, 314]}",The Swiss cities,The Swiss cities
56beb90c3aeaaa14008c92cb,Super_Bowl_50,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2011. The matchup also pits the top two picks of the 2011 draft against each other: Newton for Carolina and Von Miller for Denver. Manning and Newton also set the record for the largest age difference between opposing Super Bowl quarterbacks at 13 years and 48 days (Manning was 39, Newton was 26).",Who was the #2 pick in the 2011 NFL Draft?,"{'text': ['Von Miller', 'Von Miller', 'Miller'], 'answer_start': [306, 306, 310]}",Von Miller,Von Miller
5730aeba069b531400832245,United_Methodist_Church,"Justifying Grace or Accepting Grace is that grace, offered by God to all people, that we receive by faith and trust in Christ, through which God pardons the believer of sin. It is in justifying grace we are received by God, in spite of our sin. In this reception, we are forgiven through the atoning work of Jesus Christ on the cross. The justifying grace cancels our guilt and empowers us to resist the power of sin and to fully love God and neighbor. Today, justifying grace is also known as conversion, ""accepting Jesus as your personal Lord and Savior,"" or being ""born again"". John Wesley originally called this experience the New Birth. This experience can occur in different ways; it can be one transforming moment, such as an altar call experience, or it may involve a series of decisions across a period of time.",What did John Wesley originally call the experience of conversion?,"{'text': ['New Birth', 'John Wesley originally called this experience the New Birth.', 'New Birth'], 'answer_start': [631, 581, 631]}",New Birth,the New Birth
56bead5a3aeaaa14008c91ed,Super_Bowl_50,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.",Who was this season's NFL MVP?,"{'text': ['Cam Newton', 'Cam Newton', 'Cam Newton'], 'answer_start': [77, 77, 77]}",Cam Newton,Cam Newton
5727436af1498d1400e8f559,American_Broadcasting_Company,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",For which ABC Movie of the Week film did Steven Spielberg first gain success?,"{'text': ['Duel', 'Duel', 'Duel'], 'answer_start': [419, 419, 419]}",Duel,Duel
5725db4aec44d21400f3d6bf,Apollo_program,"Grissom, White, and Chaffee decided to name their flight Apollo 1 as a motivational focus on the first manned flight. They trained and conducted tests of their spacecraft at North American, and in the altitude chamber at the Kennedy Space Center. A ""plugs-out"" test was planned for January, which would simulate a launch countdown on LC-34 with the spacecraft transferring from pad-supplied to internal power. If successful, this would be followed by a more rigorous countdown simulation test closer to the February 21 launch, with both spacecraft and launch vehicle fueled.",What was a plugs-out test done to simulate on the LC-34?,"{'text': ['launch countdown', 'simulate a launch countdown on', 'simulate a launch countdown', 'simulate a launch countdown', 'launch countdown'], 'answer_start': [314, 303, 303, 303, 314]}",launch countdown,a launch countdown
572ff890a23a5019007fcbcd,Rhine,"The hydrography of the current delta is characterized by the delta's main arms, disconnected arms (Hollandse IJssel, Linge, Vecht, etc.) and smaller rivers and streams. Many rivers have been closed (""dammed"") and now serve as drainage channels for the numerous polders. The construction of Delta Works changed the Delta in the second half of the 20th Century fundamentally. Currently Rhine water runs into the sea, or into former marine bays now separated from the sea, in five places, namely at the mouths of the Nieuwe Merwede, Nieuwe Waterway (Nieuwe Maas), Dordtse Kil, Spui and IJssel.",What is the term for closing off rivers that are no longer connected?,"{'text': ['dammed', 'dammed', 'dammed'], 'answer_start': [200, 200, 200]}",dammed,dammed
572827fc3acd2414000df5bc,"Jacksonville,_Florida","As of 2010[update], there were 366,273 households out of which 11.8% were vacant. 23.9% of households had children under the age of 18 living with them, 43.8% were married couples, 15.2% had a female householder with no husband present, and 36.4% were non-families. 29.7% of all households were made up of individuals and 7.9% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 3.21. In the city, the population was spread out with 23.9% under the age of 18, 10.5% from 18 to 24, 28.5% from 25 to 44, 26.2% from 45 to 64, and 10.9% who were 65 years of age or older. The median age was 35.5 years. For every 100 females there were 94.1 males. For every 100 females age 18 and over, there were 91.3 males.",How many of Jacksonville's city residents are younger than 18?,"{'text': ['23.9%', '23.9%', '23.9%'], 'answer_start': [508, 508, 508]}",23.9%,23.9%
57266e72f1498d1400e8df8e,Geology,"For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice. These are used in geochronologic and thermochronologic studies. Common methods include uranium-lead dating, potassium-argon dating, argon-argon dating and uranium-thorium dating. These methods are used for a variety of applications. Dating of lava and volcanic ash layers found within a stratigraphic sequence can provide absolute age data for sedimentary rock units which do not contain radioactive isotopes and calibrate relative dating techniques. These methods can also be used to determine ages of pluton emplacement. Thermochemical techniques can be used to determine temperature profiles within the crust, the uplift of mountain ranges, and paleotopography.",What type of ratios are used in geochronologic and thermochronologic studies?,"{'text': ['isotope ratios of radioactive elements', 'isotope', 'isotope', 'isotope'], 'answer_start': [32, 32, 32, 32]}",isotope ratios of radioactive elements,Isotope ratios
572982e66aef051400154f95,Prime_number,"The following table gives the largest known primes of the mentioned types. Some of these primes have been found using distributed computing. In 2009, the Great Internet Mersenne Prime Search project was awarded a US$100,000 prize for first discovering a prime with at least 10 million digits. The Electronic Frontier Foundation also offers $150,000 and $250,000 for primes with at least 100 million digits and 1 billion digits, respectively. Some of the largest primes not known to have any particular form (that is, no simple formula such as that of Mersenne primes) have been found by taking a piece of semi-random binary data, converting it to a number n, multiplying it by 256k for some positive integer k, and searching for possible primes within the interval [256kn + 1, 256k(n + 1) − 1].[citation needed]",What organization offers monetary awards for identifying primes with at least 100 million digits?,"{'text': ['The Electronic Frontier Foundation', 'Electronic Frontier Foundation', 'Electronic Frontier Foundation', '. The Electronic Frontier Foundation', '$150,000'], 'answer_start': [293, 297, 297, 291, 340]}",The Electronic Frontier Foundation,Electronic Frontier Foundation
56e17a7ccd28a01900c679a1,Computational_complexity_theory,"A computational problem can be viewed as an infinite collection of instances together with a solution for every instance. The input string for a computational problem is referred to as a problem instance, and should not be confused with the problem itself. In computational complexity theory, a problem refers to the abstract question to be solved. In contrast, an instance of this problem is a rather concrete utterance, which can serve as the input for a decision problem. For example, consider the problem of primality testing. The instance is a number (e.g. 15) and the solution is ""yes"" if the number is prime and ""no"" otherwise (in this case ""no""). Stated another way, the instance is a particular input to the problem, and the solution is the output corresponding to the given input.",What is the name given to the input string of a computational problem?,"{'text': ['problem instance', 'a problem instance', 'problem instance'], 'answer_start': [187, 185, 187]}",problem instance,problem instance
572961f61d0469140077935a,Chloroplast,"While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story. The engulfed alga was broken down, leaving only its chloroplast, and sometimes its cell membrane and nucleus, forming a chloroplast with three or four membranes—the two cyanobacterial membranes, sometimes the eaten alga's cell membrane, and the phagosomal vacuole from the host's cell membrane.",What differs about secondary chloroplasts' membranes?,"{'text': ['additional membranes outside of the original two', 'additional membranes', 'have additional membranes outside of the original two'], 'answer_start': [114, 114, 109]}",additional membranes outside of the original two,additional membranes
56beb86b3aeaaa14008c92bd,Super_Bowl_50,"Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",How old was Peyton Manning when he played in Super Bowl 50?,"{'text': ['39', '39', '39', '39'], 'answer_start': [172, 172, 172, 172]}",39,39
572966ebaf94a219006aa395,Chloroplast,"Some dinophytes, like Kryptoperidinium and Durinskia have a diatom (heterokontophyte) derived chloroplast. These chloroplasts are bounded by up to five membranes, (depending on whether you count the entire diatom endosymbiont as the chloroplast, or just the red algal derived chloroplast inside it). The diatom endosymbiont has been reduced relatively little—it still retains its original mitochondria, and has endoplasmic reticulum, ribosomes, a nucleus, and of course, red algal derived chloroplasts—practically a complete cell, all inside the host's endoplasmic reticulum lumen. However the diatom endosymbiont can't store its own food—its starch is found in granules in the dinophyte host's cytoplasm instead. The diatom endosymbiont's nucleus is present, but it probably can't be called a nucleomorph because it shows no sign of genome reduction, and might have even been expanded. Diatoms have been engulfed by dinoflagellates at least three times.",Where does the diatom endosymbiont store starch?,"{'text': [""granules in the dinophyte host's cytoplasm"", 'in the dinophyte host', ""granules in the dinophyte host's cytoplasm""], 'answer_start': [662, 671, 662]}",granules in the dinophyte host's cytoplasm,in the dinophyte host's cytoplasm
56bec2013aeaaa14008c9371,Super_Bowl_50,"CBS provided digital streams of the game via CBSSports.com, and the CBS Sports apps on tablets, Windows 10, Xbox One and other digital media players (such as Chromecast and Roku). Due to Verizon Communications exclusivity, streaming on smartphones was only provided to Verizon Wireless customers via the NFL Mobile service. The ESPN Deportes Spanish broadcast was made available through WatchESPN.",What service did Verizon customers need to use to stream the game on their smartphones?,"{'text': ['NFL Mobile', 'NFL Mobile', 'NFL Mobile service.'], 'answer_start': [304, 304, 304]}",NFL Mobile,NFL Mobile service
57283b91ff5b5019007d9fa7,Doctor_Who,"In 1975, Season 11 of the series won a Writers' Guild of Great Britain award for Best Writing in a Children's Serial. In 1996, BBC television held the ""Auntie Awards"" as the culmination of their ""TV60"" series, celebrating 60 years of BBC television broadcasting, where Doctor Who was voted as the ""Best Popular Drama"" the corporation had ever produced, ahead of such ratings heavyweights as EastEnders and Casualty. In 2000, Doctor Who was ranked third in a list of the 100 Greatest British Television Programmes of the 20th century, produced by the British Film Institute and voted on by industry professionals. In 2005, the series came first in a survey by SFX magazine of ""The Greatest UK Science Fiction and Fantasy Television Series Ever"". Also, in the 100 Greatest Kids' TV shows (a Channel 4 countdown in 2001), the 1963–1989 run was placed at number eight.","What publication called Doctor Who ""The Greatest UK Science Fiction Series Ever""?","{'text': ['SFX magazine', 'SFX magazine', 'SFX magazine'], 'answer_start': [659, 659, 659]}",SFX magazine,SFX magazine
573766251c45671900574473,Force,"Since forces are perceived as pushes or pulls, this can provide an intuitive understanding for describing forces. As with other physical concepts (e.g. temperature), the intuitive understanding of forces is quantified using precise operational definitions that are consistent with direct observations and compared to a standard measurement scale. Through experimentation, it is determined that laboratory measurements of forces are fully consistent with the conceptual definition of force offered by Newtonian mechanics.",What offers a conceptual definition of force?,"{'text': ['Newtonian mechanics', 'Newtonian mechanics', 'Newtonian mechanics', 'Newtonian mechanics', 'Newtonian mechanics'], 'answer_start': [500, 500, 500, 500, 500]}",Newtonian mechanics,Newtonian mechanics.
572fff45947a6a140053cf27,Rhine,"Most of the Rhine's current course was not under the ice during the last Ice Age; although, its source must still have been a glacier. A tundra, with Ice Age flora and fauna, stretched across middle Europe, from Asia to the Atlantic Ocean. Such was the case during the Last Glacial Maximum, ca. 22,000–14,000 yr BP, when ice-sheets covered Scandinavia, the Baltics, Scotland and the Alps, but left the space between as open tundra. The loess or wind-blown dust over that tundra, settled in and around the Rhine Valley, contributing to its current agricultural usefulness.",What stretched across middle Europe in the last ice age?,"{'text': ['tundra', 'tundra', 'A tundra'], 'answer_start': [137, 137, 135]}",tundra,A tundra
572881d34b864d1900164a5a,Yuan_dynasty,"Western medicine was also practiced in China by the Nestorian Christians of the Yuan court, where it was sometimes labeled as huihui or Muslim medicine. The Nestorian physician Jesus the Interpreter founded the Office of Western Medicine in 1263 during the reign of Kublai. Huihui doctors staffed at two imperial hospitals were responsible for treating the imperial family and members of the court. Chinese physicians opposed Western medicine because its humoral system contradicted the yin-yang and wuxing philosophy underlying traditional Chinese medicine. No Chinese translation of Western medical works is known, but it is possible that the Chinese had access to Avicenna's The Canon of Medicine.",What was huihui?,"{'text': ['Muslim medicine', 'Muslim medicine', 'Muslim medicine'], 'answer_start': [136, 136, 136]}",Muslim medicine,Muslim medicine
5726b2fcf1498d1400e8e7e7,Victoria_and_Albert_Museum,"In 2004, the V&A alongside Royal Institute of British Architects opened the first permanent gallery in the UK covering the history of architecture with displays using models, photographs, elements from buildings and original drawings. With the opening of the new gallery, the RIBA Drawings and Archives Collection has been transferred to the museum, joining the already extensive collection held by the V&A. With over 600,000 drawings, over 750,000 papers and paraphernalia, and over 700,000 photographs from around the world, together they form the world's most comprehensive architectural resource.",Approximately how many architectural drawings does the V&A hold in its collection?,"{'text': ['over 600,000', 'over 600,000', '600,000'], 'answer_start': [413, 413, 418]}","over 600,000","Over 600,000 drawings"
56bead5a3aeaaa14008c91e9,Super_Bowl_50,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.",Who did the Panthers beat in the NFC Championship Game?,"{'text': ['Arizona Cardinals', 'the Arizona Cardinals', 'Arizona Cardinals'], 'answer_start': [152, 148, 152]}",Arizona Cardinals,Arizona Cardinals
5726c3b3708984140094d0d0,Genghis_Khan,"The Shah's army was split by diverse internecine feuds and by the Shah's decision to divide his army into small groups concentrated in various cities. This fragmentation was decisive in Khwarezmia's defeats, as it allowed the Mongols, although exhausted from the long journey, to immediately set about defeating small fractions of the Khwarzemi forces instead of facing a unified defense. The Mongol army quickly seized the town of Otrar, relying on superior strategy and tactics. Genghis Khan ordered the wholesale massacre of many of the civilians, enslaved the rest of the population and executed Inalchuq by pouring molten silver into his ears and eyes, as retribution for his actions. Near the end of the battle the Shah fled rather than surrender. Genghis Khan ordered Subutai and Jebe to hunt him down, giving them 20,000 men and two years to do this. The Shah died under mysterious circumstances on a small island within his empire.",Which town's massacre did Genghis Khan order in retribution for the treatment of his envoys?,"{'text': ['Otrar', 'Otrar', 'Otrar'], 'answer_start': [432, 432, 432]}",Otrar,Otrar
56f7ef96aef2371900625c78,Martin_Luther,"Luther dedicated himself to the Augustinian order, devoting himself to fasting, long hours in prayer, pilgrimage, and frequent confession. Luther described this period of his life as one of deep spiritual despair. He said, ""I lost touch with Christ the Savior and Comforter, and made of him the jailer and hangman of my poor soul."" Johann von Staupitz, his superior, pointed Luther's mind away from continual reflection upon his sins toward the merits of Christ. He taught that true repentance does not involve self-inflicted penances and punishments but rather a change of heart.",What lesson did Johann von Staupitz teach Luther  repentance was?,"{'text': ['a change of heart', 'change of heart', 'true repentance does not involve self-inflicted penances and punishments but rather a change of heart.'], 'answer_start': [562, 564, 478]}",a change of heart,"""a change of heart"""
56e0dbb57aa994140058e779,Nikola_Tesla,"In 1888, the editor of Electrical World magazine, Thomas Commerford Martin (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at the American Institute of Electrical Engineers (now IEEE). Engineers working for the Westinghouse Electric & Manufacturing Company reported to George Westinghouse that Tesla had a viable AC motor and related power system — something for which Westinghouse had been trying to secure patents. Westinghouse looked into getting a patent on a similar commutator-less, rotating magnetic field-based induction motor presented in a paper in March 1888 by the Italian physicist Galileo Ferraris, but decided Tesla's patent would probably control the market.",Who edited Electrical World magazine?,"{'text': ['Thomas Commerford Martin', 'Thomas Commerford Martin', 'Thomas Commerford Martin'], 'answer_start': [50, 50, 50]}",Thomas Commerford Martin,Thomas Commerford Martin
5733d7cbd058e614000b63ad,French_and_Indian_War,"In between the French and the British, large areas were dominated by native tribes. To the north, the Mi'kmaq and the Abenaki were engaged in Father Le Loutre's War and still held sway in parts of Nova Scotia, Acadia, and the eastern portions of the province of Canada, as well as much of present-day Maine. The Iroquois Confederation dominated much of present-day Upstate New York and the Ohio Country, although the latter also included Algonquian-speaking populations of Delaware and Shawnee, as well as Iroquoian-speaking Mingo. These tribes were formally under Iroquois rule, and were limited by them in authority to make agreements.",Where did Iroquois Confederation control?,"{'text': ['present-day Upstate New York and the Ohio Country', 'present-day Upstate New York and the Ohio Country', 'Upstate New York and the Ohio Country', 'New York and the Ohio', 'Upstate New York and the Ohio Country'], 'answer_start': [353, 353, 365, 373, 365]}",present-day Upstate New York and the Ohio Country,Upstate New York and the Ohio Country
56f8c43d9b226e1400dd0f63,Martin_Luther,"His poor physical health made him short-tempered and even harsher in his writings and comments. His wife Katharina was overheard saying, ""Dear husband, you are too rude,"" and he responded, ""They are teaching me to be rude."" In 1545 and 1546 Luther preached three times in the Market Church in Halle, staying with his friend Justus Jonas during Christmas.",How did Luther's writings sound as he became less healthy?,"{'text': ['harsher', 'harsher', 'harsher'], 'answer_start': [58, 58, 58]}",harsher,harsher
57267383dd62a815002e8552,Newcastle_upon_Tyne,"The climate in Newcastle is oceanic (Köppen Cfb) and significantly milder than some other locations in the world at a similar latitude, due to the warming influence of the Gulf Stream (via the North Atlantic Drift). Being in the rain shadow of the North Pennines, it is among the driest cities in the UK. Temperature extremes recorded at Newcastle Weather Centre include 32.5 °C (90.5 °F) during August 1990 down to −12.6 °C (9.3 °F) during January 1982. In contrast to other areas influenced by the Gulf Stream, such as inland Scandinavia, Newcastle has milder winters and cooler summers, similar to the remainder of the British Isles.",What's the climate like in Newcastle?,"{'text': ['oceanic', 'oceanic', 'significantly milder than some other locations'], 'answer_start': [28, 28, 53]}",oceanic,oceanic (Köppen Cfb)
